start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,24.251038,0.26177445,16.911163,28.809938,29.447035,12.5358715,394.15115,560.75635,85.447044,95.5423,0.63493204,0.37012267,0.42583764,0.59235,0.8138362,0.38799858,5.66941,3.271117,4.273437,3.2835665,0.36552468,0.44499525,29.219906,0.303157,9.491778,1.2051121,-0.52180886,-19.617157,-0.18567759,-46.305183,0.056184333,1.5983866,1.4243404,0.5931676,0.28600803,17.268305,-2.840601,-4.268524,21.70843,0.539152,566.8005,0.33653697,1429.6401,0.12622848,-40.47509,-1.753677,1560.2999,0.16269563,1168.2434,0.25951728,-48.533066,-1.3533169,2655.3677,0.11634348,965.0944,0.34282213,-55.916107,-1.1146282,-14.201122,-0.4164672,26.5446,0.22311677,0.049936015,0.47175804,-0.0196059,-0.455164,0.38404033,0.419716,31.583946,0.18756601,8.00009,1.3015707,0.05476441,183.81195,-0.8614695,-9.489811,-11.8304405,21.049393,0.037396252,-0.016703902,0.29538608,3.0060122,3.0487804,0.2593333,0.19250858,0.068,0.045343135,-33.449368
0 days,0 days 00:00:05,5.0,10.0,22.126577,0.2843476,16.765009,18.593208,29.86252,13.097511,139.86913,137.88095,49.6597,24.886705,0.6623388,0.53361243,0.38008052,0.50935835,0.9509425,0.570862,7.638469,4.3193555,5.667959,2.532323,0.44422856,0.6981763,29.544577,0.24134314,7.706088,1.2949034,-0.42932615,-25.381628,-5.4654837,-2.0327349,0.088935465,1.7100917,1.5254525,0.557163,-1.7738596,-2.5323598,-1.2841045,-12.055896,21.348743,0.6192638,558.04126,0.33146703,1445.1228,0.13240889,-34.874374,-1.8791952,1589.5128,0.17244782,1159.6443,0.24771401,-42.79629,-1.4340343,2686.6572,0.10955384,1008.10785,0.3487467,-50.04041,-1.1557811,-14.376695,-0.3849715,26.339224,0.23704438,0.05479153,0.57772404,-0.022633182,-0.42886046,0.478806,0.66219294,30.74197,0.21533497,6.8207436,1.5069865,-0.90231806,-12.314557,-6.51281,-1.7839433,-13.995499,22.644646,0.034835733,-0.019476634,0.27146032,2.6052105,3.6511157,0.22222221,0.26009735,0.051,0.031128766,-31.073183
0 days,0 days 00:00:05,10.0,15.0,22.260643,0.25896135,17.207317,19.128399,29.331623,12.124306,165.72977,122.17863,184.24086,293.60864,0.6194494,0.33261505,0.4146717,0.59229636,0.7890508,0.37437913,4.89491,2.9856954,2.504064,1.709396,0.3641711,0.45169538,26.861582,0.3850508,9.891236,0.97362363,0.30623388,32.23771,-2.7603834,-3.5235057,0.06268358,1.4281168,1.5619453,0.6291182,-1.0007273,-5.008972,0.05053914,260.8312,22.031324,0.55191123,566.3048,0.34065214,1370.7976,0.11764839,-52.244324,-1.5358003,1610.0015,0.17358035,1031.8793,0.2482364,-59.156677,-1.2765027,2679.3901,0.11184675,1001.1473,0.33995363,-65.19556,-1.1072224,-13.427721,-0.3664317,24.934593,0.2672172,0.046322037,0.6565226,-0.022159755,-0.36235693,0.38189116,0.4523718,29.150316,0.3050776,8.396222,0.98252696,1.1369928,9.090794,-3.668696,-2.7552483,-11.564049,20.55634,0.0411192,-0.018397728,0.32004127,3.4068139,3.2454362,0.223125,0.20306152,0.07923077,0.047952145,-33.766407
0 days,0 days 00:00:05,15.0,20.0,25.225607,0.3248882,17.091263,24.922379,32.388603,15.29734,215.78822,231.78328,69.80492,33.399334,0.69036937,0.59148586,0.3835181,0.47931623,1.0938773,0.7103592,6.5464272,3.72648,4.4397383,2.588321,0.41156235,0.884615,28.154846,0.24168807,10.876353,0.73659146,3.6333961,2.3878455,-3.452816,-2.7301145,0.037152216,1.5472757,1.2182055,0.5664864,1.6149709,3.9760394,2.6089735,5.041885,24.847649,0.5368272,658.6578,0.2547055,1371.2769,0.13251522,-41.11848,-1.6313249,1733.5236,0.14412002,1064.9484,0.4006986,-50.25503,-1.250302,2803.8198,0.08822914,1015.01874,0.51788217,-54.92077,-1.1080539,-17.192732,-0.3423845,26.201189,0.25612488,0.05709076,0.5562199,-0.023521041,-0.30539775,0.44012257,0.8723113,29.510132,0.17596805,10.223414,0.77634615,4.3312654,2.040926,-4.8583894,-1.917239,-14.219173,22.891375,0.03626012,-0.017684728,0.23697668,1.6032065,3.258656,0.24499999,0.23084085,0.053333335,0.036817867,-27.979614
0 days,0 days 00:00:05,20.0,25.0,25.480326,0.23030637,17.421883,28.918232,30.299847,12.877964,493.18924,540.0223,103.03267,100.46499,0.81030375,0.42726418,0.48812425,0.72936106,1.1441057,0.6559814,9.2813835,4.159297,5.8338194,2.8251998,0.52315515,0.53736037,28.473568,0.32471225,5.5111637,2.0889356,1.9737493,5.019062,-1.6918473,-4.027008,0.06894073,1.5483183,1.4944928,0.6392219,0.98480284,4.8472004,-2.4660614,-4.7206016,20.977734,0.46495426,576.8515,0.29925573,1411.9714,0.13917649,-45.355434,-1.6921914,1626.9818,0.13827339,1051.6971,0.33259273,-54.62128,-1.3035657,2682.2395,0.10020973,968.5019,0.39518908,-60.172882,-1.1375737,-14.703066,-0.34637642,24.768353,0.25091213,0.061295312,0.5149148,-0.022682456,-0.39529946,0.5436783,0.5261105,30.374823,0.23463887,5.574889,1.9245913,2.9560626,3.2435975,-1.5801178,-3.9316716,-9.165535,17.68527,0.037518654,-0.017266152,0.4127438,3.6072147,3.0425963,0.24866666,0.2052597,0.07416666,0.05692954,-28.980131
0 days,0 days 00:00:05,25.0,30.0,28.55061,0.15250078,28.025814,29.642551,31.774586,3.7487717,266.62924,339.29492,92.8954,71.1392,0.84996855,0.36448818,0.583585,0.7699706,1.0726508,0.48906577,8.365036,3.7661765,5.1732397,2.4287517,0.5206774,0.4559354,28.300438,0.41736507,7.4307485,1.6257238,-2.3006318,-4.946518,-3.768953,-2.9594443,0.070383705,2.3062785,1.3531598,0.48679823,2.8951323,1.4831058,-2.633104,-2.4570038,23.0508,0.33892813,531.78375,0.30921185,1409.0142,0.14564165,-50.656925,-1.6150788,1526.4941,0.14738387,1126.1809,0.32690406,-57.734486,-1.317589,2618.8616,0.098682985,1027.7649,0.45282048,-66.12174,-1.0762562,-13.272626,-0.50421184,26.934803,0.24202572,0.06385372,0.40471935,-0.023842756,-0.40661126,0.5844376,0.40357694,32.972862,0.22464003,4.411369,2.549051,-3.0396287,-3.840882,-6.5982733,-1.579747,-11.446493,18.726156,0.040103305,-0.018777112,0.32796922,5.8116236,2.2267206,0.33454543,0.30937952,0.09454545,0.053997245,-29.759878
0 days,0 days 00:00:05,30.0,35.0,22.014128,0.30715507,16.559406,17.90051,29.932423,13.373016,186.77112,203.23753,88.01097,57.75924,0.7195296,0.4514632,0.4204289,0.6420352,0.98655,0.5661211,7.978862,4.426454,5.234789,3.4332423,0.49373394,0.6160827,27.236504,0.301019,7.242274,1.4214026,4.0939913,2.6808772,-0.15232013,-48.150776,0.0932018,1.6061313,1.5567385,0.6091256,-1.4287322,-3.105856,-1.116503,-8.53446,21.69538,0.43412343,577.7576,0.330163,1413.6116,0.13953853,-46.60124,-1.6575452,1633.2744,0.1525225,1080.7305,0.32501927,-55.21636,-1.3010453,2681.0972,0.11264521,1017.4279,0.36831704,-59.060738,-1.1847501,-14.785276,-0.31407753,24.010704,0.25815034,0.051259153,0.5657649,-0.022445712,-0.38577047,0.5251692,0.6050447,29.05363,0.21597686,7.388406,1.2472149,4.431131,2.367684,-0.7538417,-9.425564,-9.286322,18.3148,0.03993201,-0.017097725,0.3750739,3.8076155,3.0549898,0.24733333,0.20263158,0.07416666,0.057801146,-30.398514
0 days,0 days 00:00:05,35.0,40.0,24.10822,0.2515648,17.003464,28.27317,29.304625,12.301161,273.15097,354.8975,93.31702,70.231544,0.72012955,0.40784556,0.4677418,0.66618234,0.9109429,0.44320112,6.7892094,3.4295216,5.0730658,2.6579857,0.48862502,0.5997944,27.857758,0.3402719,9.700605,0.99374324,3.5026662,2.9687753,0.23723322,38.841732,0.09971768,1.9714026,1.5670741,0.56669027,0.20556612,23.529385,-1.8135517,-5.212076,21.10546,0.3226284,507.1099,0.31190363,1391.132,0.1324656,-35.52945,-1.8821207,1565.6207,0.1530176,1081.1539,0.32239014,-46.061493,-1.3361528,2614.9282,0.10549041,1054.364,0.3522571,-50.91722,-1.1666186,-15.199464,-0.27548182,25.419142,0.22208613,0.053502183,0.56339335,-0.022510136,-0.3720656,0.5018047,0.57836676,29.847778,0.24248256,8.892951,0.97712886,3.2765322,3.19182,-0.77154696,-12.089214,-11.348409,18.849443,0.037891086,-0.018864162,0.41986385,4.208417,3.2454362,0.249375,0.15749876,0.046923075,0.0299704,-30.22865
0 days,0 days 00:00:05,40.0,45.0,24.07599,0.2483839,17.037348,27.940674,29.275558,12.238211,145.66382,86.99368,187.42293,365.69537,0.69964594,0.3772666,0.46792832,0.631805,0.9137303,0.445802,5.1129537,2.999098,3.9809024,1.8358563,0.44191518,0.55215645,29.445326,0.3179644,8.946968,1.2965887,-0.3058089,-35.953533,-0.20133834,-46.543594,0.0692793,1.6475463,1.5351967,0.7066248,0.20251453,22.815636,-0.89605224,-12.498852,21.521141,0.438219,537.913,0.30266097,1415.1464,0.12777568,-34.64706,-1.8438256,1554.6127,0.15028568,1179.025,0.29732463,-43.245808,-1.3978556,2620.248,0.12274527,1190.2104,0.43159324,-51.342964,-1.1084688,-13.545863,-0.43435585,26.968342,0.20786211,0.04382565,0.5700741,-0.020164577,-0.33106056,0.47462294,0.5335466,31.41983,0.24944267,7.3296943,1.4591739,-0.58222306,-19.476366,-0.7030326,-13.470869,-13.190992,21.541544,0.030410709,-0.019673366,0.2872952,3.8076155,3.6511157,0.22166665,0.15607156,0.04230769,0.028596353,-31.682755
0 days,0 days 00:00:05,45.0,50.0,22.70009,0.25469583,17.008842,21.263102,29.061758,12.052916,220.13524,183.0031,184.6535,308.2611,0.74420816,0.4552274,0.43493962,0.6468522,1.037256,0.6023164,7.950883,3.4367352,3.8262348,2.4188106,0.46525472,0.585419,27.34181,0.33894122,5.7806993,2.1238375,0.65260154,15.967757,0.4317261,16.286049,0.11852639,1.5209475,1.5163364,0.5797403,-0.803303,-5.7617097,-2.2447937,-2.9829957,18.380245,0.46879494,549.954,0.33195287,1398.7555,0.12931564,-47.36327,-1.6483607,1580.244,0.13921654,1162.218,0.2648881,-55.09289,-1.3332576,2592.083,0.12023999,1040.724,0.3951763,-59.67464,-1.1904176,-13.485355,-0.35938454,23.322243,0.21024738,0.049627345,0.49638766,-0.020021603,-0.34955403,0.5094765,0.53375125,30.137331,0.21211502,3.9000273,2.9517603,1.19082,9.1641865,-0.45261362,-15.045735,-11.003922,18.46991,0.035149485,-0.01698352,0.31585687,3.8076155,3.2454362,0.22874999,0.23251009,0.07230769,0.05071092,-31.706923
