start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,25.120764,0.21372268,18.084383,26.740585,28.607876,10.523493,427.83084,652.02356,161.18423,304.8905,1.2819866,0.6645164,0.44773352,1.1605933,1.9545103,1.5067768,20.424408,17.476442,8.504421,4.0617995,1.022274,0.97033507,27.867136,0.42625967,5.3999457,2.3924038,11.731202,1.122289,-3.9286222,-3.8636417,0.074725784,2.0773478,1.2485578,0.6822382,2.3268986,2.233053,-2.0806918,-5.0171666,19.14469,0.5562748,530.1232,0.4405454,1233.1047,0.19486034,-37.902245,-1.9194534,1620.659,0.19718648,915.9296,0.42773893,-48.73998,-1.3582348,2631.5576,0.12542231,936.5224,0.51369303,-51.922802,-1.2436707,-14.255642,-0.479063,24.319754,0.28159723,0.06439471,0.5091421,-0.02028975,-0.48956296,1.1523571,0.90566087,30.995539,0.2739215,4.6159277,2.960632,12.624597,1.117804,-4.4264627,-3.708641,-6.3352838,13.023185,0.035086542,-0.008588746,0.40622157,2.4048097,2.0242915,0.39900002,0.3612603,0.091249995,0.051097333,-21.580467
0 days,0 days 00:00:05,5.0,10.0,22.729742,0.2645577,17.016665,22.822824,27.941147,10.924482,162.39989,243.39987,104.10959,119.84876,0.9017545,0.6708725,0.41145068,0.7602594,1.2504406,0.8389899,8.463285,7.0000954,6.276171,4.448965,0.5437688,0.911105,20.941082,0.61208767,8.1728115,2.0176523,7.473163,1.8538892,4.8180647,1.5941659,0.06422831,1.4188362,1.4513785,0.6173126,-0.63773906,-8.410782,-0.10684969,-81.95448,16.800102,0.47208852,432.93268,0.33008492,1267.5896,0.15323262,-61.92209,-1.3741446,1499.7863,0.12194959,924.44037,0.34753284,-67.49671,-1.1755844,2452.0002,0.09517502,891.11316,0.3448045,-68.867355,-1.1357566,-12.31882,-0.4814058,20.978544,0.23918986,0.041534506,0.65354073,-0.015055501,-0.61722046,0.6268972,0.89345586,25.642708,0.26508853,4.461031,3.3977287,10.422875,1.427574,5.3054047,1.5163385,-6.4953656,13.174281,0.029378518,-0.012803841,0.3420668,2.004008,3.2388663,0.210625,0.21090487,0.09384615,0.09864766,-27.090225
0 days,0 days 00:00:05,10.0,15.0,23.959223,0.23347844,17.229332,26.752872,28.522903,11.293571,174.54951,134.22162,63.17174,81.95013,1.0790046,0.66344565,0.4447698,0.84632796,1.7656648,1.320895,12.811513,5.6572948,8.509347,5.245264,0.7525996,0.84078914,25.976835,0.41020724,4.672006,2.856909,6.8207703,1.4552227,-1.5928278,-6.015605,0.038937982,1.8628752,1.3391488,0.52392286,1.1167367,4.5184712,-1.6476463,-7.503877,17.677004,0.64662623,494.24823,0.36916006,1242.7258,0.16313212,-47.129486,-1.604107,1514.8927,0.16911395,999.89667,0.36429375,-54.53887,-1.3034728,2552.2397,0.10888815,830.17346,0.38315484,-59.23989,-1.1591032,-13.350517,-0.5362129,23.84462,0.30804548,0.05106477,0.62524223,-0.017705902,-0.4880084,0.85080355,0.7885543,28.90752,0.25963926,3.639024,3.818245,6.9093456,1.5822586,-1.6418725,-6.1661415,-8.185011,15.0847,0.03738838,-0.0139193805,0.3663714,2.4048097,2.6369169,0.29076922,0.328457,0.07333333,0.030641293,-24.967255
0 days,0 days 00:00:05,15.0,20.0,24.227736,0.17556866,19.279434,25.72179,27.15744,7.878006,136.72769,88.74109,91.564316,71.30041,1.1062464,0.5507671,0.50686824,0.9930763,1.7110476,1.2041794,13.025622,6.1365957,8.048124,4.4280143,0.7817248,0.7414858,25.459259,0.5187949,9.382911,1.3905231,5.748945,2.0093753,-5.397847,-2.5104227,0.053765282,1.7899588,1.3084936,0.59062755,1.5251828,2.8832793,-0.5511109,-11.877385,21.756021,0.36250708,519.6086,0.41630584,1272.7942,0.14407516,-52.861973,-1.5994965,1554.5021,0.21190864,912.50323,0.301123,-59.574932,-1.3269814,2647.1333,0.13020167,780.85156,0.48219737,-65.44038,-1.1509844,-13.18561,-0.42843002,24.37555,0.22662207,0.057002243,0.49357948,-0.021609928,-0.50338817,0.94330984,0.62667125,30.671476,0.27403438,6.33124,1.6832811,6.4310026,2.002024,-7.2671647,-2.0435874,-7.1410065,13.393508,0.038583625,-0.014427463,0.33422786,3.206413,1.8255578,0.4011111,0.3368958,0.12666667,0.098432146,-24.757137
0 days,0 days 00:00:05,20.0,25.0,22.642052,0.23625965,17.1306,24.76272,27.636547,10.505947,231.5118,370.82294,108.660484,148.22313,0.9616737,0.8124445,0.36591554,0.58378786,1.5152167,1.1493012,11.858188,6.908577,12.428154,7.3226166,0.7170389,1.0031166,24.899347,0.40266702,7.8604116,1.6755366,8.595976,0.95935214,-0.1821613,-43.745586,0.036701255,1.2005117,1.3181592,0.43328786,-0.05778805,-79.71826,-2.5665731,-3.8347664,20.319187,0.5980457,559.84357,0.44764638,1249.3596,0.2302938,-51.811485,-1.4880332,1632.2615,0.18004514,974.7488,0.28221655,-60.166107,-1.1883417,2658.2324,0.11734443,918.5021,0.4137907,-63.493332,-1.0973706,-13.885822,-0.40220582,23.499557,0.26161677,0.048264995,0.69841224,-0.017103015,-0.46149567,0.8256568,0.90646654,27.15748,0.28899354,6.0495815,2.231052,9.3572645,0.8926451,-0.18963219,-47.013695,-12.055361,19.52588,0.025859179,-0.017426312,0.2873629,2.4048097,4.048583,0.1795,0.27301052,0.054117646,0.035489652,-24.963573
0 days,0 days 00:00:05,25.0,30.0,24.314795,0.24313015,17.224068,26.573822,28.88174,11.657673,103.889595,68.77456,72.96487,56.26133,1.0943067,0.6797059,0.3955044,0.8530982,1.832299,1.4367946,12.675035,4.9845695,10.078779,7.6701784,0.7902863,0.801863,29.94215,0.29214412,8.1955,1.4608166,10.298332,1.1068236,-2.9862704,-3.7194583,0.05473685,1.5000247,1.2254348,0.521,2.0095396,2.8504272,-0.68129146,-19.331589,20.579025,0.48403183,541.4049,0.40008032,1297.8823,0.15824811,-25.90601,-2.2736552,1592.9686,0.17707446,1075.3107,0.39938003,-37.89809,-1.4221067,2609.9888,0.11127135,891.41327,0.41875255,-41.833023,-1.2487106,-16.237757,-0.35796794,25.89197,0.21945003,0.053546336,0.5716575,-0.022498118,-0.41294557,0.8532676,0.759413,31.416485,0.2314874,7.1978736,1.6665144,10.564643,1.1243426,-2.6912649,-4.205039,-12.986284,19.81832,0.032006472,-0.018187907,0.26716873,2.004008,1.8255578,0.47888887,0.41741118,0.05625,0.029553976,-22.441204
0 days,0 days 00:00:05,30.0,35.0,24.901825,0.2654087,17.71341,26.241508,30.459623,12.746214,132.6762,102.62157,72.70859,31.473974,1.1003969,0.67291415,0.41947347,0.84607154,1.8004682,1.3809948,11.5133095,9.54279,9.576273,6.577122,0.83729064,0.86716545,21.82433,0.5603712,9.614293,1.1363367,12.315472,0.946663,-5.8718977,-2.6742706,0.059737306,1.8922944,1.5433062,0.61901784,0.6360923,7.630057,-0.056136455,-203.95045,19.188929,0.5524936,545.5565,0.43557313,1195.6577,0.1904772,-55.72141,-1.4915179,1691.8337,0.20497215,819.2996,0.50728476,-65.396805,-1.1433972,2683.9634,0.12977043,890.8012,0.43074384,-66.05568,-1.1274546,-14.028118,-0.44815072,21.216381,0.2906957,0.056177475,0.5507105,-0.023794843,-0.49828637,1.0079137,0.76635474,25.265305,0.35380784,8.887975,1.3121748,13.278398,0.9700236,-7.37161,-2.3609838,-6.9653893,14.219419,0.027396007,-0.014920284,0.3811088,2.6052105,3.0364373,0.23466666,0.23331998,0.07928571,0.056120314,-24.005648
0 days,0 days 00:00:05,35.0,40.0,22.783068,0.2430385,16.915668,25.851273,27.944584,11.028915,181.38022,197.32411,73.063354,62.933533,0.90382993,0.71519244,0.4007429,0.6513636,1.3556516,0.9549087,11.932567,4.6976285,6.537169,2.7754204,0.6127024,0.9232609,22.175705,0.42988962,8.175923,1.3656194,11.21192,0.94848174,3.7921684,2.2614336,0.07043707,1.5801243,1.5387945,0.5436091,0.22889823,22.216867,-0.011525789,-1046.3059,19.682877,0.38599858,506.91333,0.42087534,1260.0605,0.16599035,-60.557705,-1.390052,1586.5792,0.15119676,931.64136,0.34470764,-68.446465,-1.125713,2606.6482,0.10795683,909.13446,0.44632986,-70.47122,-1.0759422,-13.613448,-0.37931374,22.892944,0.2700743,0.0442807,0.7044891,-0.015403798,-0.52389073,0.70261365,0.79031134,25.490108,0.31424457,8.453752,1.3051946,12.172374,0.989829,4.207361,2.0966847,-7.8065815,14.817402,0.030368801,-0.010528896,0.28948456,1.6032065,3.4552846,0.1982353,0.241764,0.09153846,0.15200435,-25.703377
0 days,0 days 00:00:05,40.0,45.0,25.614143,0.2303906,20.499344,26.57113,28.267067,7.767723,245.00793,165.25974,142.8233,198.91472,1.4143276,0.60217893,0.6102569,1.2035621,2.2176397,1.6073828,13.525981,7.3250647,12.8548565,4.547511,1.2737468,0.8033153,28.39356,0.46265796,3.8582115,3.4674854,1.9270494,6.171962,-6.671412,-2.1535964,0.0413042,1.8417448,1.4398597,0.48662472,1.6494143,2.6905751,-4.629427,-1.9312767,16.616476,0.57410187,560.61304,0.44271347,1249.8921,0.19011301,-39.40117,-1.8326072,1552.805,0.22078627,1002.8259,0.31238487,-45.119602,-1.5076464,2600.1116,0.112567104,774.19196,0.3514752,-52.114376,-1.2369611,-12.17238,-0.53784597,24.86509,0.25852856,0.06476435,0.47528556,-0.021082627,-0.5547182,1.4764279,0.69902277,32.306374,0.28998846,0.95269924,13.183902,1.3342547,9.209577,-7.01789,-2.190534,-7.4422565,14.4349785,0.04023382,-0.016220711,0.39643174,3.206413,2.8455284,0.2792857,0.26582655,0.06545454,0.051586404,-20.190199
0 days,0 days 00:00:05,45.0,50.0,23.871376,0.18656543,18.122578,25.600641,27.067831,8.945253,89.36053,70.27705,65.66873,78.2835,1.0715473,0.6736729,0.44411594,0.84517545,1.4980938,1.053978,10.9625845,6.719183,7.9824133,4.9502263,0.8479649,0.857143,29.670343,0.33455625,6.67525,1.539962,3.6242783,3.259548,-5.1365643,-2.0825477,0.052160084,1.6943374,1.5289247,0.59280723,1.1752667,3.8101513,-3.9460773,-2.3773694,21.93097,0.46998802,509.8044,0.42148495,1268.5024,0.13837528,-31.438164,-2.178023,1523.3202,0.20290926,949.6126,0.2547578,-40.146084,-1.5835407,2620.7402,0.12142206,821.7733,0.43830976,-48.03146,-1.2519885,-14.305412,-0.4270733,26.852829,0.2573936,0.065477595,0.49807033,-0.02089567,-0.43965304,0.953652,0.7877982,32.0351,0.25083128,6.33771,1.6982397,2.7235692,4.4025164,-6.074711,-1.8093026,-8.224797,14.653424,0.034505025,-0.013847873,0.29568064,2.4048097,2.2312374,0.37363636,0.36937964,0.07375,0.06963072,-22.87731
