start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,27.451433,0.30672988,17.640371,31.895927,34.342976,16.702604,245.82784,429.63034,61.60997,39.773895,1.3270855,0.83477306,0.41807365,0.792732,2.2523541,1.8342805,14.930525,11.606622,9.078305,7.6928086,1.2082576,1.4726186,29.712124,0.2563453,-2.8537495,-5.621299,-4.1063023,-3.315977,-8.205868,-1.5096859,0.060805544,1.5579696,1.3937055,0.6805925,0.7664537,7.952365,1.6074079,6.1028824,22.223766,0.33752924,607.72266,0.3221347,1366.9353,0.16904953,-34.84934,-1.9827784,1563.6072,0.14860778,1098.316,0.23110761,-39.865517,-1.6145328,2715.731,0.097658925,938.86053,0.4121421,-50.370377,-1.1810799,-9.020946,-1.0300742,27.121304,0.23339868,0.04768655,0.6080031,-0.013945211,-0.80389446,1.3333775,1.4261675,31.155937,0.21173553,-4.1427937,-3.923206,-5.1096582,-2.81157,-8.927312,-1.388287,-10.245701,20.491562,0.031265344,-0.013082378,0.56620663,1.2024049,3.0425963,0.26799998,0.2718627,0.053636365,0.035232406,-19.518538
0 days,0 days 00:00:05,5.0,10.0,29.76961,0.24620686,18.816566,33.175182,34.32123,15.504665,96.21166,89.456215,57.416206,39.65277,1.2566208,0.65005666,0.51467806,1.1020224,1.8094879,1.2948098,15.4493265,9.474673,10.491228,4.3693533,1.0843302,0.9325234,30.502655,0.2543272,6.525342,1.9566618,3.5924938,5.007383,-12.859157,-1.1207683,0.054605767,1.9465384,1.4065311,0.6590695,3.3321655,1.6906732,5.1369414,2.1090415,26.612928,0.34499854,575.9089,0.3333864,1317.6917,0.15572025,-22.349514,-2.431348,1598.6372,0.17034124,963.21265,0.37559748,-33.17906,-1.4925431,2795.7854,0.109137185,837.1001,0.5718035,-41.46446,-1.1148026,-13.769311,-0.5515024,26.872768,0.26844943,0.06662539,0.47912687,-0.020735418,-0.5048911,1.1749738,0.8813964,31.37675,0.24213734,6.1200256,2.1614394,3.7032738,5.036035,-14.359741,-1.0029528,-12.204369,22.188059,0.034077868,-0.01445078,0.38248098,3.206413,1.8367347,0.48666668,0.3431229,0.0725,0.051659945,-21.495016
0 days,0 days 00:00:05,10.0,15.0,28.359407,0.28303292,17.635399,32.885284,34.242607,16.607208,330.85318,392.8656,76.61249,55.875412,1.4710606,0.84486854,0.40573192,1.0274963,2.3225248,1.9167929,17.376825,10.841062,11.947457,7.3769155,1.3137866,1.0798275,28.759027,0.23446555,2.1704473,8.375764,5.1814556,2.3334572,-10.42034,-1.2939701,0.06556638,2.0266144,1.2972741,0.51513577,2.17917,2.823708,2.8131592,6.084609,22.067318,0.6251727,527.5363,0.31130904,1311.6646,0.1719947,-28.322145,-2.1263192,1545.4363,0.13627078,993.20087,0.3164752,-36.103016,-1.5326825,2683.661,0.08735722,821.7446,0.40735307,-42.68903,-1.239685,-12.905284,-0.6250853,25.155313,0.28491536,0.059670452,0.51887107,-0.019334069,-0.60229474,1.4391495,1.0271217,29.449808,0.2244787,1.0784461,17.441553,5.0511527,2.5354984,-11.220432,-1.2472787,-13.723928,22.346264,0.03081258,-0.015901104,0.39633778,2.8056114,3.0549898,0.278,0.2829888,0.038181815,0.020368507,-20.056402
0 days,0 days 00:00:05,15.0,20.0,28.424232,0.26880947,18.00541,33.298943,34.257915,16.252506,130.07579,110.45148,80.5247,52.92349,1.3612704,0.6357438,0.5104494,1.2022924,2.1174555,1.6070061,19.471552,8.606527,9.378954,5.3428116,1.1202887,0.6975812,28.282791,0.27006185,3.8670158,3.4486575,5.5942683,2.1846375,-12.681518,-1.3615611,0.07403158,1.6701833,1.3801117,0.5286069,2.153249,2.645527,6.270026,2.2879672,23.386719,0.36020076,498.3224,0.31433335,1304.3274,0.24024528,-20.7252,-2.6269658,1517.5471,0.15055269,934.71,0.36327827,-29.716,-1.6474739,2641.286,0.09400635,830.2963,0.5685669,-36.92743,-1.255266,-13.448581,-0.5055109,23.755861,0.30208302,0.06451287,0.49456543,-0.022187844,-0.4780289,1.1782331,0.6697423,29.20878,0.21598496,3.0592225,4.354962,6.0348167,1.9863187,-13.495585,-1.2968242,-9.778613,18.698666,0.048713464,-0.017792473,0.5359343,3.6072147,1.8255578,0.4922222,0.31621996,0.035555556,0.024545249,-22.473122
0 days,0 days 00:00:05,20.0,25.0,29.234407,0.2561391,18.428938,33.389584,34.578785,16.149847,197.93716,229.79622,68.66821,38.172348,1.0186045,0.67487,0.42226514,0.72200674,1.6676092,1.245344,13.529837,9.301762,10.609644,6.564806,0.7441101,0.8957572,28.680805,0.32276443,7.3304625,1.7643656,3.2089372,3.753152,-6.0857368,-2.0984938,0.04899149,2.0455916,1.3328685,0.6052017,3.0507336,2.0615132,4.2451696,3.185437,24.442348,0.5045559,521.18353,0.33888265,1346.3079,0.16089022,-50.222267,-1.5574274,1517.3787,0.14178914,1055.9181,0.27436435,-58.531162,-1.2239342,2623.8813,0.11742998,984.9526,0.50089204,-64.169235,-1.0716368,-14.309683,-0.42111096,26.23206,0.27816293,0.06228094,0.4912898,-0.020041276,-0.43419838,0.8902372,0.7881643,31.56343,0.23628882,4.7821865,2.657865,4.3338985,2.9923308,-9.325495,-1.3247122,-13.069588,22.478441,0.030264588,-0.012905534,0.28188464,2.6052105,2.8513238,0.26285714,0.26579875,0.085454546,0.06733412,-24.236181
0 days,0 days 00:00:05,25.0,30.0,29.05246,0.24915874,19.044487,32.69984,33.7459,14.701412,308.10764,177.49149,94.273605,61.8926,1.0966282,0.57151073,0.5151823,0.93692255,1.6318681,1.1166859,12.068919,6.159117,8.88323,4.154843,0.84071577,0.6983412,28.063425,0.27262393,5.2666845,2.5302083,4.4366913,2.942285,-8.656581,-1.3485527,0.06604577,2.0271966,1.375305,0.68085647,2.5297372,2.0884786,4.632728,3.062692,22.588493,0.4680269,538.0637,0.35096246,1333.8982,0.15555467,-36.348164,-1.7899348,1582.3925,0.17032602,1038.2571,0.31242946,-43.867355,-1.3481796,2672.9358,0.10414268,913.84625,0.46089965,-49.919823,-1.1293508,-13.4399605,-0.5052174,24.641548,0.24165313,0.05966865,0.43792447,-0.020126477,-0.45496994,0.9156246,0.653055,29.282717,0.24501811,4.6063504,3.0082712,4.1809235,3.3307757,-9.333792,-1.3042169,-11.884311,20.495615,0.042946868,-0.017296577,0.47683156,3.4068139,3.2388663,0.25375,0.33421317,0.040769227,0.025558842,-25.10068
0 days,0 days 00:00:05,30.0,35.0,30.375177,0.24134052,19.021986,34.18757,35.284206,16.26222,124.70457,88.619415,51.845238,61.76082,1.1916319,0.671445,0.54304683,0.92802125,1.7104485,1.1674017,15.309159,10.1634445,8.669344,3.784759,0.92161524,0.7484308,30.252523,0.28270543,6.5915604,2.0983872,1.6483082,7.7995667,-8.111761,-1.6498954,0.055434026,2.1666582,1.3962355,0.7307745,3.9781704,1.4934235,1.5506338,5.439801,25.265371,0.34953085,552.06195,0.3158164,1383.2009,0.1580658,-21.655138,-2.1955702,1553.987,0.15775001,1084.7102,0.30715927,-30.139906,-1.4098557,2699.2131,0.10295973,953.6292,0.44195297,-39.753117,-1.0091673,-14.433113,-0.5457964,28.29861,0.28721893,0.06030012,0.4818208,-0.020562518,-0.40602934,0.96942484,0.72283983,31.39846,0.23290436,5.566267,2.4917269,1.7011641,7.444577,-9.09532,-1.4428034,-11.439279,19.903578,0.037170585,-0.014802096,0.33795917,2.8056114,2.03666,0.447,0.30374497,0.049999997,0.046368092,-22.046959
0 days,0 days 00:00:05,35.0,40.0,24.712671,0.31766558,17.218922,20.719425,33.206627,15.987705,110.34213,93.400215,78.33931,84.73229,0.69630396,0.6378524,0.3836671,0.4312135,1.083941,0.7002739,5.908817,5.262613,4.62928,2.5115921,0.42276466,0.7639429,29.542408,0.22583294,9.191856,0.91883487,3.9186556,1.6874864,-3.5402215,-2.5298457,0.056243602,1.1939822,1.1818143,0.60888153,0.80351585,7.7777324,5.191383,2.0453699,26.85386,0.3118814,553.80524,0.32125548,1391.0568,0.12094677,-30.036613,-2.0099792,1554.1083,0.1445353,1160.1183,0.2976558,-40.49668,-1.3790841,2653.672,0.11618292,981.98065,0.43341655,-47.610058,-1.1162959,-15.713185,-0.35641623,27.332987,0.22237515,0.04220469,0.7256559,-0.019245103,-0.3943336,0.45329028,0.7428432,30.474348,0.20010957,8.874766,0.9978771,4.046101,1.7262939,-4.1156926,-2.2760212,-13.794615,24.071093,0.027649418,-0.014205929,0.23644412,1.6032065,2.4340773,0.35083333,0.43446246,0.052222222,0.025288459,-29.198141
0 days,0 days 00:00:05,40.0,45.0,27.528765,0.2929015,17.215485,33.11024,34.096382,16.880898,160.60585,110.34111,53.77577,33.661617,0.8039152,0.61056095,0.38517436,0.64434123,1.1658697,0.7806953,9.152915,8.14308,4.895949,2.4893243,0.52689826,0.8108561,32.111973,0.18657725,7.7351627,1.3988637,3.109442,2.6790488,-2.3571324,-3.1919296,0.044066582,1.7945918,1.2209185,0.6448841,2.85947,2.2686436,4.105428,2.2946846,25.717249,0.36292276,609.9281,0.29460776,1402.4529,0.12970912,-18.704596,-2.2093227,1600.6335,0.13252391,1175.4309,0.2509965,-29.176039,-1.3200214,2698.2004,0.11704925,947.7444,0.3484406,-37.496735,-0.97689253,-16.135418,-0.39762598,29.415155,0.20298238,0.047715142,0.5506669,-0.018599873,-0.41023204,0.5420566,0.80391663,32.591667,0.17968854,7.4415126,1.4923832,3.0324175,2.8045006,-2.4968467,-3.0496683,-15.305343,24.916344,0.03767708,-0.015556024,0.33043525,2.004008,1.6194332,0.57124996,0.78975374,0.032,0.011661904,-27.42709
0 days,0 days 00:00:05,45.0,50.0,29.701155,0.25306186,18.031807,33.531445,35.118847,17.08704,152.11613,171.87721,86.581154,67.37835,1.3969903,0.7900042,0.4255604,1.096248,2.1724935,1.746933,16.187876,11.512022,11.392078,8.103239,0.94651675,0.8608431,30.461695,0.22215079,3.602671,4.2000294,4.3113003,2.7674103,-7.744326,-1.6408968,0.050479285,2.1589086,1.1411146,0.6241418,4.615181,1.4117895,5.014876,2.2923005,24.35984,0.39363986,552.12537,0.33451858,1338.8527,0.1475947,-19.2417,-2.5266404,1555.666,0.13610539,1030.827,0.30354494,-28.942362,-1.5629566,2700.2607,0.114214644,906.96124,0.42238513,-37.8353,-1.12652,-14.194227,-0.5390493,26.463997,0.29340416,0.05988126,0.50353634,-0.018587418,-0.4750808,1.0049376,0.8180005,30.979795,0.21583486,2.775271,5.5297375,4.3751736,2.8136175,-8.339747,-1.5410273,-15.553112,24.50922,0.023214487,-0.016853068,0.27391937,2.204409,1.0162601,0.914,1.0443869,0.08333333,0.08259674,-20.43353
