start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,24.652374,0.3341908,16.617182,24.343225,32.24936,15.632177,276.94162,398.3079,127.32116,189.49593,0.826834,0.73768896,0.35696024,0.46494293,1.3613346,1.0043743,13.766178,9.165787,11.19006,7.4080963,0.510424,0.995964,25.533236,0.30050936,3.3181329,3.7425783,2.1055694,4.8985744,-6.576825,-2.0055492,0.06296327,1.8943908,1.4710044,0.58809566,0.16152613,36.32199,-0.43750936,-23.138332,21.117388,0.3391485,680.0824,0.2980346,1408.7572,0.16266915,-55.462666,-1.436987,1655.6442,0.12635057,1106.7892,0.2658652,-60.299175,-1.2495863,2828.0203,0.090446405,845.5852,0.4691524,-66.50427,-1.0777036,-11.946024,-0.4754028,23.827665,0.18560986,0.051827688,0.6111465,-0.01727564,-0.5475677,0.5948592,0.949437,28.0966,0.19244179,1.0337769,12.131217,1.6719863,6.1701527,-9.11022,-1.4973269,-10.611405,19.089241,0.032421615,-0.01497392,0.27861354,2.4048097,4.048583,0.174,0.12563439,0.07,0.06380775,-27.761368
0 days,0 days 00:00:05,5.0,10.0,27.942583,0.2132798,19.608147,30.239729,31.483982,11.875835,141.98997,129.33775,41.96282,35.496532,1.2385699,0.56261295,0.62140167,1.087824,1.8744833,1.2530817,17.707449,15.908116,10.842722,4.543845,0.7736702,0.7610581,26.5889,0.31759426,-2.2043657,-6.84749,6.004373,2.3056297,-13.499179,-1.0707703,0.04799516,2.0823312,1.2765908,0.7052881,2.7552361,1.9587377,-5.1066723,-2.0825462,14.902453,0.735288,607.3549,0.36460906,1333.124,0.17811847,-35.176987,-2.0086517,1661.3024,0.14601195,1031.8081,0.4291246,-41.65072,-1.5588115,2702.735,0.12094259,973.41943,0.51252884,-46.00386,-1.370121,-10.534702,-0.57467115,20.378656,0.37568834,0.061130576,0.43591627,-0.023682607,-0.49413225,0.8411927,0.7340535,28.168554,0.24853814,-4.1654477,-3.6315062,6.3090267,2.283195,-15.645299,-0.9041651,-9.23712,16.610813,0.0359927,-0.018472726,0.4324167,3.6072147,2.6369169,0.3076923,0.24570632,0.064,0.03583294,-24.789032
0 days,0 days 00:00:05,10.0,15.0,26.714525,0.17850803,23.475866,28.690338,29.671465,6.1955986,194.48203,195.68364,66.35913,60.82263,1.1186483,0.4786604,0.68691635,0.9918313,1.4826446,0.7957282,13.694965,6.607888,7.93763,5.275255,0.6244991,0.54438263,23.827879,0.41744113,1.0642729,15.461081,15.428809,0.95713484,-7.1747723,-1.8523439,0.060964487,2.3623445,1.2702969,0.66428095,2.5632584,1.6965842,-3.1889193,-3.4268591,13.119101,0.86025745,595.24097,0.3441518,1292.7069,0.19238178,-43.91675,-1.6384561,1717.2637,0.12999247,808.3586,0.5280372,-50.30015,-1.3276602,2720.9019,0.11740306,1024.2865,0.6075838,-51.10536,-1.3009965,-9.885697,-0.6369635,16.709047,0.47327703,0.05555674,0.48181942,-0.020059878,-0.4791053,0.67047715,0.51830083,26.641457,0.25415987,-1.4707011,-10.155179,17.454552,0.84474164,-8.578138,-1.5463221,-7.2095594,13.533337,0.032521255,-0.017405627,0.45032904,4.208417,3.0364373,0.25733334,0.23387933,0.0625,0.033942353,-27.940027
0 days,0 days 00:00:05,15.0,20.0,28.05221,0.16324224,27.41063,28.603075,30.548843,3.138214,377.55713,286.63412,58.730057,45.275745,1.2965945,0.55776256,0.69707704,1.0533346,1.8764136,1.1793365,17.181381,11.03396,11.580984,6.423179,0.80378735,0.6824608,26.744873,0.33593982,-1.8764505,-7.137523,13.525135,1.2901686,-8.564211,-1.678511,0.04725618,2.1418571,1.2352427,0.64562887,3.0184176,1.5414037,-2.5880518,-3.1194222,13.149707,0.6834302,520.5607,0.39758214,1235.5923,0.17802174,-41.40281,-1.7614484,1615.9092,0.12433517,950.84174,0.47981736,-50.99132,-1.3160732,2559.9534,0.11270843,1004.17706,0.49756235,-51.600815,-1.2965325,-9.146958,-0.6117997,17.179253,0.42606652,0.06496313,0.47907126,-0.021235395,-0.4720608,0.91769385,0.60972434,28.685812,0.2805493,-3.9387848,-3.3501706,15.779141,1.1603303,-11.318809,-1.259705,-8.668914,17.374527,0.0374759,-0.0140205985,0.3479965,3.4068139,2.4340773,0.32583332,0.31473425,0.08333333,0.08717798,-24.128452
0 days,0 days 00:00:05,20.0,25.0,25.093893,0.24395883,17.43728,27.658745,29.606447,12.169167,231.56236,228.99411,271.8163,358.59653,1.1184962,0.62529707,0.4685211,0.93831867,1.6943171,1.225796,16.067368,9.31859,11.405284,8.808325,0.73866963,0.7837032,23.522594,0.31516212,-0.45199063,-34.471977,11.035033,1.2706833,-9.206704,-1.6716287,0.060350787,2.1797361,1.4987143,0.54310375,-0.58976173,-7.539169,-3.1400719,-4.1038947,12.0036955,1.2914494,499.67548,0.330724,1217.7365,0.18630092,-66.70269,-1.3064872,1590.0879,0.123017564,825.48846,0.41368088,-71.52978,-1.1306633,2653.9333,0.10609072,876.50134,0.3785706,-72.759544,-1.1007683,-9.805872,-0.5929193,17.980265,0.41760272,0.052729294,0.59674525,-0.02202982,-0.4005528,0.8232312,0.73786706,24.940428,0.25573152,-1.948469,-8.187335,12.589958,1.1230613,-11.983504,-1.2945943,-8.906174,15.853952,0.043420766,-0.021122307,0.5651363,3.0060122,4.056795,0.159,0.14407983,0.081875,0.067751266,-27.198833
0 days,0 days 00:00:05,25.0,30.0,23.688065,0.24456103,17.11591,26.462929,29.1947,12.078791,214.98425,388.28766,161.63472,182.7609,0.8803191,0.5935761,0.42972034,0.7531479,1.2116395,0.7819192,13.107238,9.768936,8.389897,6.6249247,0.5810795,0.83134717,22.4709,0.48387513,9.162704,1.4201782,9.045782,1.6899735,-6.369441,-2.4346867,0.08129784,1.5276496,1.6700414,0.54950637,-0.3972718,-10.933772,-1.1839956,-9.560756,19.707926,0.45056933,584.0525,0.36321518,1351.6171,0.18942283,-58.61863,-1.4162802,1689.5388,0.13428439,1009.6034,0.47052702,-67.83521,-1.120716,2731.331,0.11703229,895.09436,0.5334768,-69.05408,-1.0952197,-13.0029,-0.42337996,21.103302,0.34019718,0.053925805,0.5617725,-0.021720083,-0.4194449,0.64885163,0.8048433,26.277592,0.2592739,7.4543815,1.4345281,12.486428,1.2748371,-10.896993,-1.2792318,-7.648837,14.957703,0.030753061,-0.013699789,0.40819725,3.0060122,3.448276,0.20117646,0.18717346,0.08285714,0.061693776,-28.486681
0 days,0 days 00:00:05,30.0,35.0,24.479336,0.23779948,17.294962,27.879467,29.57611,12.281149,233.86989,197.75243,91.759995,43.257153,0.97623336,0.6496619,0.49389184,0.815265,1.2624485,0.7685567,14.162863,9.225495,9.641785,6.921337,0.62098336,0.7448331,25.104795,0.31906083,2.624928,5.3935833,9.421732,1.3545556,-9.5718565,-1.4575645,0.05038108,1.6179234,1.466377,0.5285212,0.24127285,18.989138,-2.7509658,-2.831493,16.712755,0.6238116,551.01984,0.33305153,1345.9886,0.18170758,-60.609432,-1.3788846,1611.8022,0.1581266,1079.591,0.37912014,-65.677666,-1.1976657,2672.8042,0.11175254,924.8149,0.48238754,-69.026306,-1.1100273,-11.149661,-0.5342109,20.646156,0.32505774,0.053814936,0.5067268,-0.021005884,-0.46873245,0.6955122,0.73884493,27.104603,0.22270301,1.5553964,9.589844,9.710014,1.4347105,-12.494975,-1.1353182,-9.24389,17.270947,0.035463437,-0.017287362,0.4503395,3.4068139,3.448276,0.19941176,0.20805742,0.09076923,0.04066023,-27.9804
0 days,0 days 00:00:05,35.0,40.0,28.849522,0.20747702,23.118958,30.564932,33.046524,9.927567,380.5657,586.9475,102.97746,115.553345,1.2900981,0.54521847,0.71385044,1.0974684,1.8995469,1.1856964,17.294828,9.240041,10.282786,5.462746,0.93034303,0.7432342,24.754122,0.43423253,2.7652295,5.7646246,9.376903,1.6296642,-11.8034115,-1.5342764,0.0317231,2.631696,1.4271309,0.6403858,4.0442457,1.2369224,-0.6263549,-23.727047,16.976088,0.7962015,576.95386,0.39039066,1359.5566,0.21857333,-55.654957,-1.509951,1660.578,0.16228038,928.39453,0.5289839,-60.77906,-1.2888855,2711.7954,0.09823641,911.9967,0.44331673,-63.141346,-1.2170765,-11.820895,-0.5656865,20.245928,0.4525799,0.07382931,0.346802,-0.027381593,-0.3375565,1.1119416,0.6410277,28.318708,0.2846147,-1.2828554,-11.000931,11.745592,1.3225176,-17.155077,-1.007013,-9.558641,17.329811,0.03709427,-0.018383652,0.43598184,4.6092186,2.4340773,0.29666665,0.23360698,0.101818174,0.09388757,-22.967663
0 days,0 days 00:00:05,40.0,45.0,28.172878,0.20784524,22.61755,29.839613,31.6823,9.064751,214.45703,123.36289,70.62254,51.02023,1.2159586,0.49360386,0.63225985,1.1040168,1.7823305,1.1500707,18.672277,7.298899,8.873778,4.460158,0.9257786,0.6933704,28.943739,0.27721292,-0.8625413,-15.040377,-0.23896691,-49.365627,-8.491535,-1.5203167,0.044374056,1.9340044,1.3770646,0.55370736,2.5013123,1.9246525,-2.3658059,-4.0486946,20.323225,0.46993336,603.16504,0.31908676,1411.5459,0.16342935,-41.080772,-1.7596142,1606.8062,0.12485662,987.6916,0.2467872,-46.8416,-1.4303405,2755.2761,0.08868849,908.1763,0.4888598,-54.503834,-1.1661261,-11.548156,-0.5078347,24.391731,0.29968867,0.06533651,0.4773,-0.021955088,-0.47163048,1.0488079,0.6179943,31.200594,0.20653807,-2.2725542,-5.2423043,0.23418544,50.040726,-11.59375,-1.0335045,-8.335709,18.277744,0.028161252,-0.0129145775,0.36528453,4.8096194,3.448276,0.22705883,0.21757388,0.06090909,0.03800826,-24.326689
0 days,0 days 00:00:05,45.0,50.0,21.759775,0.2863526,15.98857,18.607447,28.405228,12.416657,192.46909,241.87564,99.50224,92.37314,0.82742435,0.696353,0.38285005,0.5134844,1.3669116,0.9840616,9.393104,6.523735,3.7230346,4.499824,0.4504535,0.75626,26.15394,0.28848252,5.485366,2.5190194,7.141571,1.557404,-4.2778854,-2.3963275,0.07030672,1.5291331,1.4019548,0.69466007,-0.6553058,-8.511794,-1.1254554,-9.3041725,19.089796,0.54866385,572.636,0.28944537,1394.9088,0.14847656,-42.92097,-1.5637277,1616.6696,0.11649423,1112.2433,0.35673532,-49.53561,-1.2978367,2687.2214,0.095556974,1022.72046,0.551449,-54.43372,-1.136636,-12.223228,-0.5197838,22.101696,0.29535037,0.04223934,0.69974154,-0.018452547,-0.60641986,0.47941974,0.7534131,27.668379,0.21667823,3.4145133,3.9114707,8.06179,1.3567479,-5.604657,-1.7456253,-12.665021,20.667784,0.022706818,-0.01579927,0.28842437,1.8036073,3.0425963,0.264,0.277003,0.06555555,0.050576914,-28.912874
