start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,22.033514,0.16772372,17.779615,23.276556,24.310555,6.530939,141.76137,108.56228,112.09706,134.6152,0.79563904,0.48767892,0.4674932,0.721406,1.0251576,0.5576644,10.765023,11.950768,6.158455,4.3053575,0.51463723,0.64695764,27.680838,0.37701,5.485851,1.9339283,3.6523836,2.5333107,-4.3826866,-2.0121374,0.04233538,2.2478304,1.374256,0.55310434,0.30346578,13.61566,5.609918,1.1593333,26.442596,0.28588533,549.98553,0.37090698,1436.3374,0.13759537,-47.524967,-1.7585577,1531.9596,0.16194369,1184.0012,0.26486525,-55.628014,-1.4166528,2601.8843,0.13737836,996.1456,0.4157335,-61.738445,-1.2168844,-14.652956,-0.33057314,27.301352,0.22788252,0.05797652,0.500947,-0.020471659,-0.42125937,0.536925,0.5532725,31.920292,0.22352016,6.163536,1.5675145,2.9089987,3.3780315,-5.3601027,-1.6472596,-6.34475,13.612031,0.027781887,-0.0109706605,0.44826508,4.208417,2.2267206,0.32999998,0.39268306,0.089999996,0.13235055,-29.673468
0 days,0 days 00:00:05,5.0,10.0,22.322512,0.24887648,16.799574,23.021534,24.67156,7.8719864,143.50926,96.68993,106.383766,70.03471,0.6623243,0.41904995,0.40962902,0.5750675,0.89061606,0.48098704,6.5709844,3.7927642,3.4672606,2.5252695,0.4252544,0.5907075,26.638063,0.37262094,11.371293,0.7560076,5.2487655,1.5999202,-6.5492096,-1.434781,0.09723026,1.358813,1.5609676,0.5447139,-0.41306117,-10.675585,6.843251,1.5536563,26.974838,0.26340738,555.7496,0.3470063,1410.5206,0.1239394,-33.780216,-1.9743471,1574.3536,0.1760322,1202.2925,0.3026516,-43.028873,-1.4200627,2641.5857,0.11728125,950.78094,0.4603662,-48.545235,-1.2043773,-16.034239,-0.29912105,26.666325,0.24315634,0.046697434,0.6275002,-0.022470918,-0.3557008,0.44160804,0.5944086,28.726868,0.28180227,10.851923,0.77534723,4.769062,1.73182,-7.20733,-1.3356557,-9.6420355,16.61804,0.026881777,-0.018615985,0.33534616,2.204409,3.448276,0.2352941,0.18445842,0.054,0.027999999,-31.553743
0 days,0 days 00:00:05,10.0,15.0,21.799994,0.17393109,17.928642,22.857203,23.410904,5.4822617,184.08078,95.16237,109.23808,132.91093,0.65430397,0.2990736,0.47662497,0.63025355,0.7942319,0.31760693,6.11634,5.129612,3.344675,1.7075158,0.41152215,0.43255505,29.418781,0.28398558,9.961475,0.704706,5.306019,1.5858636,-5.150144,-1.3655847,0.0452935,1.6043608,1.5671223,0.54761684,0.41798586,9.514995,7.4473705,1.7701412,27.921251,0.4795956,557.47186,0.36368155,1368.3245,0.13959897,-27.391989,-2.3693206,1597.396,0.17963621,1088.669,0.2975649,-38.353737,-1.5745571,2670.6199,0.13044615,981.31635,0.3495597,-44.668587,-1.2891241,-16.433798,-0.28800496,27.717642,0.22829771,0.04979428,0.48188016,-0.023525767,-0.3180885,0.42913803,0.4266866,31.099752,0.21659903,9.067274,0.71843946,5.150074,1.6559416,-5.286076,-1.3607302,-12.2091675,18.898548,0.037669253,-0.018164659,0.31214514,3.6072147,2.8397567,0.29214284,0.35470667,0.056666665,0.034318767,-32.166946
0 days,0 days 00:00:05,15.0,20.0,20.210545,0.208626,16.909962,18.442263,23.236116,6.3261547,171.41716,187.74603,140.4949,185.11832,0.56211853,0.38751978,0.3899086,0.45061505,0.7562151,0.36630648,5.2992516,3.7536116,3.1484766,1.924971,0.35841498,0.61276865,26.541443,0.31615674,11.327703,0.48977807,7.7944975,1.1149849,-4.8680453,-1.6017799,0.09481457,1.2193526,1.5365144,0.59975845,-1.8174759,-2.3822577,4.0413775,2.7944255,26.317154,0.24934474,600.45294,0.33856115,1382.0021,0.13350864,-47.905106,-1.6242162,1668.0214,0.1633781,1102.9347,0.27094832,-57.44718,-1.2515702,2732.4495,0.11783877,909.662,0.33634356,-61.62767,-1.1283274,-16.390436,-0.23705395,26.540548,0.21999769,0.042365734,0.69960815,-0.021375403,-0.33578837,0.38092008,0.5935041,28.597168,0.2352322,11.06111,0.5063798,7.0581717,1.262145,-5.077178,-1.5105655,-11.691821,18.51193,0.030587055,-0.018145759,0.25494903,3.206413,3.8539555,0.19,0.1979899,0.061333332,0.044850368,-32.78583
0 days,0 days 00:00:05,20.0,25.0,20.5147,0.2666357,16.433046,18.173399,24.099941,7.666895,200.33043,215.92967,102.46163,90.93367,0.56014276,0.4836149,0.37329668,0.40164056,0.7677815,0.39448482,2.941691,2.1469595,2.8818412,1.5672083,0.32061663,0.5272976,27.346985,0.27232733,10.286909,0.76292944,7.1834884,1.1443311,-2.8665373,-1.8297428,0.067191616,1.2795577,1.5111561,0.6401561,-1.0537583,-4.460796,5.4164443,2.0348985,26.469328,0.23248896,592.8473,0.3300533,1423.0114,0.13396336,-36.96111,-1.8186631,1638.0181,0.15818612,1160.8676,0.2500304,-46.919567,-1.3397651,2709.6655,0.123702385,946.05383,0.3501365,-51.22547,-1.1866806,-16.321136,-0.28539798,26.34957,0.20691502,0.040937502,0.7337196,-0.020586519,-0.29214934,0.32982397,0.51950294,28.606033,0.23200871,9.6360445,0.84499675,6.9251494,1.231863,-2.7686355,-1.8468431,-13.40019,21.54675,0.024121169,-0.01785295,0.25257766,2.004008,3.6511157,0.21944444,0.165243,0.055999998,0.037735924,-32.33046
0 days,0 days 00:00:05,25.0,30.0,20.635256,0.21305817,16.9008,20.62817,24.131636,7.230835,264.81775,220.7327,84.38227,60.837982,0.6247537,0.4863828,0.38804615,0.5198988,0.8576393,0.46959317,5.694465,4.343447,3.9093935,2.1814053,0.40202323,0.6388771,25.695002,0.31335205,9.812225,0.9096375,7.9911504,1.2843524,-5.877685,-1.398229,0.053961717,1.2712069,1.4637927,0.54165053,-1.9851731,-2.0064433,2.1632512,5.529768,23.42905,0.5080097,540.0147,0.41847593,1334.4005,0.18881631,-51.785126,-1.522503,1575.5403,0.16924791,1050.9888,0.3355235,-60.1009,-1.2253888,2638.3008,0.11917893,889.78064,0.3692535,-64.1638,-1.1077044,-14.345518,-0.33612522,24.334717,0.24171875,0.051276356,0.6183372,-0.020487951,-0.30275115,0.4460684,0.6181236,27.260983,0.28060523,8.76548,1.0784184,7.9322333,1.3713484,-6.3371053,-1.3384881,-12.562001,20.25424,0.027227664,-0.01800499,0.26464248,2.6052105,4.6653147,0.1521739,0.16250634,0.06428571,0.041698627,-32.277523
0 days,0 days 00:00:05,30.0,35.0,21.855658,0.14208934,17.97953,23.049929,23.9733,5.9937706,157.88464,182.93173,50.436802,29.816832,0.682393,0.3849223,0.4661491,0.6104306,0.8822907,0.41614163,7.4663157,4.406315,3.6738117,1.7048728,0.44930193,0.59540457,28.987726,0.32647914,10.330392,0.85703135,3.4964898,2.7578216,-7.642986,-1.220757,0.07046347,1.81772,1.4590046,0.56288505,-0.04709792,-78.347565,5.604434,1.3272716,28.10777,0.28155547,600.17975,0.36439675,1391.9471,0.15168752,-23.434126,-2.6169593,1625.1857,0.19089001,1131.2643,0.2846945,-33.717575,-1.7004634,2702.564,0.14708555,906.9776,0.32796916,-40.135124,-1.3661882,-15.999729,-0.3370332,27.688538,0.23881353,0.056695834,0.49848974,-0.02324796,-0.336173,0.47199938,0.5905825,30.923943,0.23727417,9.473163,0.91895074,3.068133,3.202146,-7.1299443,-1.2557958,-8.311977,12.856878,0.036697123,-0.01877473,0.28947467,3.8076155,2.2312374,0.38545457,0.3932698,0.052222222,0.04466611,-31.350996
0 days,0 days 00:00:05,35.0,40.0,20.559364,0.215333,16.522875,21.418867,23.975214,7.452339,131.67453,90.8596,122.55829,127.09588,0.64414835,0.54763377,0.4004736,0.50623703,0.8155403,0.41506672,5.66303,6.862148,4.1364317,2.837112,0.40926272,0.6319083,29.612734,0.22850591,8.195112,1.1209571,4.3439574,1.9224849,-3.2822528,-1.8527118,0.10172347,1.5333681,1.3791735,0.5787125,-1.2205933,-3.3120885,7.5058002,1.6560345,26.710249,0.2726292,565.2293,0.33011547,1416.4954,0.120922394,-31.046482,-2.0311441,1578.4989,0.15980555,1159.6575,0.2376253,-39.5889,-1.5060419,2641.454,0.11775397,1028.9247,0.41753,-45.52289,-1.2526809,-15.385875,-0.29556,26.899227,0.19774775,0.039969075,0.67276436,-0.020253524,-0.29433188,0.42719963,0.6167969,30.594633,0.19422317,7.6174564,1.222761,3.8973389,2.2475784,-3.32573,-1.9244568,-14.036364,21.708973,0.027521353,-0.019979727,0.31194642,1.6032065,3.2454362,0.25625,0.2513184,0.05111111,0.040673345,-31.679733
0 days,0 days 00:00:05,40.0,45.0,21.121675,0.17106266,17.197765,23.183022,24.002455,6.8046894,132.62553,130.77335,93.767456,73.579254,0.65523124,0.30494502,0.44913942,0.6270535,0.81763816,0.36849874,5.820007,3.9855318,4.178401,2.5309546,0.413125,0.40207964,27.451067,0.32298237,9.824392,0.7903108,5.55832,1.6482934,-5.4137235,-1.1543568,0.06894799,1.8490102,1.4828051,0.5435957,-1.0976875,-3.5066874,3.7130742,2.8626573,25.133871,0.37787595,537.9233,0.35474196,1386.3851,0.16923517,-31.797123,-2.1369286,1574.8337,0.16204807,1073.8868,0.28861377,-41.834473,-1.5033462,2622.433,0.12090564,986.65875,0.41936505,-46.911537,-1.294066,-14.826125,-0.25260708,25.378815,0.23496543,0.04451993,0.5872546,-0.021542693,-0.32021055,0.43020856,0.3942821,29.034697,0.2615951,9.082768,0.8184893,4.862813,1.9320803,-5.570442,-1.0505795,-10.85506,17.12004,0.029438633,-0.018862529,0.34011152,4.208417,2.8397567,0.28928572,0.19035546,0.058000002,0.02441311,-32.88699
0 days,0 days 00:00:05,45.0,50.0,22.44403,0.1945212,17.322685,23.876852,26.003113,8.680428,124.93461,74.496704,98.46106,64.93681,0.73604995,0.5065732,0.42238647,0.6263286,0.944936,0.5225495,10.036536,6.2564692,5.6172194,3.0256016,0.5147181,0.66620594,27.436483,0.30082116,8.340127,1.0793678,6.429673,1.7026815,-6.1239557,-1.604161,0.06315327,1.6064544,1.5037181,0.567591,-0.53886265,-7.2468467,1.0002612,9.629109,23.984375,0.39083853,540.2503,0.38802782,1374.9819,0.15012003,-43.233845,-1.7787782,1567.0021,0.17350891,1067.1488,0.26719275,-52.325073,-1.3642063,2621.6704,0.113924526,850.1535,0.37816265,-57.565422,-1.1938992,-14.605133,-0.31460986,25.372456,0.19883609,0.0527574,0.6033922,-0.021825911,-0.3771425,0.58086663,0.62314284,30.086288,0.21672773,7.0735254,1.2594138,6.0787854,1.9899302,-6.975612,-1.4256464,-11.146889,17.530094,0.031698804,-0.017454924,0.29033655,3.8076155,2.6369169,0.29153845,0.17168155,0.09333333,0.051207636,-30.168467
