start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,26.883392,0.31399307,17.367111,31.908535,34.354294,16.987183,226.4028,382.5763,83.3392,60.690372,0.6194757,0.39969411,0.37312657,0.5731073,0.8119791,0.43885255,6.340796,3.328402,3.2000346,1.9823899,0.36564595,0.57731587,25.728333,0.296551,9.338913,0.9992743,7.299993,1.2612599,-4.568067,-2.270918,0.08869932,1.5315778,1.3758295,0.5117683,1.2531539,4.607742,3.2495618,3.4635813,21.616877,0.50153995,581.8757,0.2857486,1352.6643,0.1514501,-44.899784,-1.6334454,1658.8284,0.14051487,1017.2091,0.31967732,-52.635193,-1.2419838,2723.666,0.09920522,905.1203,0.28944325,-56.274216,-1.1340002,-15.767249,-0.29426572,25.623348,0.26380765,0.037643038,0.6974589,-0.021924313,-0.3590655,0.3849715,0.58513236,27.540941,0.20110866,8.124529,1.0561999,8.264668,1.1032282,-5.262698,-1.9055047,-12.2418585,20.286682,0.031007888,-0.015681185,0.27326015,3.8076155,2.6369169,0.30153847,0.31260312,0.072,0.03994997,-31.664667
0 days,0 days 00:00:05,5.0,10.0,24.869303,0.27889332,17.106451,27.294693,31.629173,14.522722,143.38564,96.07504,214.06464,428.01382,0.69676256,0.3615056,0.43733695,0.6336841,0.9539602,0.51662326,6.0259123,2.8124788,3.2732797,2.5716894,0.3761983,0.4025839,25.158815,0.38184586,5.8786087,1.9828659,7.7757144,1.2214967,-5.8807063,-1.4819615,0.07286596,1.7398717,1.3999214,0.5456495,0.22417611,19.704771,1.5049646,9.677806,20.030182,0.48086593,515.48486,0.32337177,1292.4203,0.14957869,-45.892628,-1.6552081,1555.1953,0.15745586,987.0683,0.34862068,-53.773758,-1.335979,2641.9238,0.08951061,938.89764,0.44770923,-58.718224,-1.1746876,-13.089709,-0.40693834,22.685678,0.28866246,0.038654532,0.5872955,-0.020306295,-0.38266718,0.38784248,0.40090016,28.395292,0.20704135,3.5707097,2.9781957,7.515908,1.1772462,-6.015364,-1.3873492,-8.5082,14.278767,0.03028244,-0.016145363,0.34452218,3.0060122,3.0425963,0.24933332,0.24351497,0.07333333,0.04588633,-33.347187
0 days,0 days 00:00:05,10.0,15.0,26.38231,0.30147216,17.034546,31.028683,33.130653,16.096107,291.01385,397.08624,107.7532,72.88228,0.7871101,0.52568585,0.3864122,0.68046635,1.2044116,0.8179994,6.3363104,3.3990366,5.197134,2.924288,0.4303862,0.620362,26.645462,0.3582749,6.575232,1.9315103,4.3910346,2.7757597,-4.0381556,-2.9258237,0.047749016,1.9200282,1.2173682,0.6616372,1.5050191,4.2729907,-0.54001164,-27.500769,18.871517,0.67035484,500.9347,0.3483002,1263.2047,0.16911814,-46.206047,-1.6540684,1545.1758,0.1721982,939.1852,0.29784116,-54.28026,-1.3006686,2573.0962,0.11315744,870.7857,0.42026708,-57.781654,-1.1896656,-13.928296,-0.2871876,23.606012,0.24747355,0.052297644,0.58478534,-0.02105615,-0.3580995,0.48564628,0.5710383,29.361202,0.23029685,3.5422027,3.0067785,5.5270553,2.2218337,-6.242263,-1.783388,-13.201722,20.709473,0.027796213,-0.016918728,0.23663688,2.4048097,3.2454362,0.2325,0.25885564,0.062142856,0.05582864,-28.434128
0 days,0 days 00:00:05,15.0,20.0,26.354465,0.23515804,18.221966,30.600658,31.310472,13.088507,426.15643,437.77054,82.633736,111.988525,0.7747239,0.5456138,0.43032613,0.6227266,1.1321418,0.7018157,7.059344,3.8833969,3.5171442,3.555906,0.40049958,0.61343265,26.579298,0.2656798,3.2857754,3.9318163,2.9222434,4.1308265,-6.733565,-1.6267865,0.056305543,1.6867512,1.3645499,0.5315466,1.5965402,2.9015474,-0.3190139,-30.33211,19.634787,0.5111,558.6878,0.39249438,1365.5889,0.14802082,-60.776154,-1.3804296,1579.0231,0.18325284,1062.2743,0.28302327,-63.868557,-1.2458885,2686.9949,0.08667173,957.53,0.3810787,-69.627,-1.0878432,-11.441116,-0.47914696,23.01202,0.25393677,0.044832498,0.5735049,-0.018396676,-0.46518672,0.44122416,0.6062816,28.987852,0.16822307,0.04056618,306.76624,2.3300962,5.4946213,-9.214221,-1.2323515,-12.259541,21.126438,0.023937555,-0.01628893,0.2901884,2.8056114,4.048583,0.16749999,0.18587293,0.07733333,0.04218478,-31.275282
0 days,0 days 00:00:05,20.0,25.0,27.517988,0.21485312,19.58976,30.714539,31.800303,12.210543,251.46939,313.34674,115.95577,87.302956,0.81008834,0.3550578,0.55241114,0.7657044,1.0394673,0.4870562,7.435645,4.8078647,4.76425,2.834624,0.46243632,0.4265364,25.741701,0.352815,4.5393624,2.7487557,1.9811459,6.499811,-5.6490936,-1.8877109,0.06998194,2.2564797,1.4145036,0.52706045,1.8766959,2.3788717,-0.31515944,-34.39954,19.749353,0.6095424,445.66977,0.26670665,1245.912,0.17717426,-54.185707,-1.5258826,1473.9061,0.14164405,927.04517,0.27267152,-59.30634,-1.3037977,2538.345,0.08509653,902.60974,0.47037363,-65.19448,-1.1329659,-12.303248,-0.4799081,23.93195,0.32163486,0.05754259,0.4740202,-0.023342483,-0.4605078,0.5036658,0.395679,28.648865,0.23735146,2.6556256,4.245285,2.0280306,6.832176,-7.987223,-1.2319096,-9.704495,17.931591,0.036955602,-0.015329951,0.34365416,4.208417,3.6511157,0.19333334,0.16027752,0.068125,0.042163186,-31.102238
0 days,0 days 00:00:05,25.0,30.0,26.646488,0.23501167,18.894072,30.235209,31.90961,13.015539,247.954,274.31485,212.02669,348.50977,0.850512,0.35218892,0.5832294,0.78301907,1.102484,0.51925457,7.714096,4.6571927,6.276513,3.3036675,0.52764225,0.5483369,25.005926,0.381575,6.437569,2.0292008,0.78223014,14.364589,-7.2284064,-1.5568455,0.073220976,1.7232369,1.4057747,0.5392955,1.0989174,4.088622,-0.372554,-19.252432,18.718575,0.4206474,472.80493,0.3084147,1224.1566,0.15316552,-52.670902,-1.5780813,1482.1265,0.14599974,979.25195,0.28980562,-58.78978,-1.3299117,2538.541,0.10304033,852.50244,0.4977859,-63.57277,-1.1862525,-12.459903,-0.35170853,22.385536,0.30613688,0.05440257,0.43449062,-0.024565369,-0.32090634,0.5812767,0.51667607,27.867506,0.25184473,3.911069,2.990281,0.7674113,13.788382,-8.95604,-1.1905729,-9.801563,17.681171,0.03741921,-0.018311653,0.3806947,4.008016,2.6369169,0.27461538,0.338472,0.109,0.08560958,-30.304914
0 days,0 days 00:00:05,30.0,35.0,25.367376,0.2526741,18.834747,25.3246,32.164207,13.32946,248.39621,116.66114,113.671936,59.367146,0.85843134,0.38815862,0.56812346,0.79154205,1.1341169,0.5659934,9.648836,5.5837445,7.146879,5.030833,0.56990904,0.70582277,24.679008,0.38403144,4.270015,2.9120095,-0.24342076,-49.325417,-7.7063823,-1.7537374,0.10344912,1.512837,1.8779837,0.4826642,-1.162758,-3.5143032,1.737303,4.362296,20.458612,0.38720146,510.38815,0.35447314,1249.5677,0.1924342,-68.28434,-1.2954597,1496.3271,0.17094634,963.7096,0.27375373,-71.08469,-1.1965557,2629.5974,0.09968312,835.316,0.40993926,-77.70295,-1.0354177,-11.538914,-0.42708996,23.952204,0.24037467,0.04621559,0.5262427,-0.021457208,-0.4770385,0.59544027,0.55016196,28.412502,0.19882886,2.563394,3.7915196,-0.34831476,-33.936153,-11.0106,-1.18752,-8.100429,17.141186,0.037246898,-0.014604657,0.52437913,5.6112227,3.265306,0.19687499,0.20550908,0.096,0.0681958,-30.759352
0 days,0 days 00:00:05,35.0,40.0,23.077332,0.2875529,16.841805,20.846935,31.72254,14.880735,190.31192,117.73072,101.068184,59.683384,0.76608896,0.46997193,0.48362255,0.61113167,1.0136635,0.530041,6.1398187,2.9335997,4.4978666,2.5292563,0.47191387,0.58079565,24.346231,0.35798723,4.953585,2.2132995,7.7673483,1.3719127,-4.886823,-1.5537035,0.08710008,1.1458429,1.7746234,0.504884,-1.6789293,-1.9743097,0.50476646,37.573956,18.741228,0.9511962,506.47424,0.3441311,1291.0447,0.17420599,-60.10886,-1.3670406,1545.3334,0.14298567,1003.17944,0.25481683,-66.037415,-1.1729887,2619.167,0.09926277,956.9209,0.30095956,-69.75198,-1.0774155,-13.20156,-0.38594434,23.713041,0.26890495,0.04324352,0.54507375,-0.021479081,-0.33829048,0.5168309,0.5567724,27.315434,0.19372565,3.368791,3.0479488,6.305534,1.4832214,-5.1181664,-1.5167652,-8.676786,15.2724285,0.0360051,-0.017665198,0.36556128,3.4068139,4.259635,0.16047618,0.15968648,0.065882355,0.059513595,-32.020973
0 days,0 days 00:00:05,40.0,45.0,24.514275,0.33707213,16.91394,21.45745,33.69628,16.782341,263.65576,322.90515,94.51935,74.506325,0.74239695,0.5973876,0.3935688,0.56797224,1.0689287,0.6753599,8.185794,8.642182,7.2613964,4.5423994,0.45089713,0.659152,24.70238,0.31088287,7.7855744,1.4341191,3.6206,2.9129136,-3.16147,-2.8526394,0.07409483,1.2888868,1.623483,0.5476618,-0.6015196,-9.617828,3.1858046,4.617497,21.786045,0.32115093,531.78577,0.34323448,1330.4268,0.13772322,-48.642334,-1.5834823,1581.6233,0.1550169,1052.2362,0.29985565,-56.885536,-1.2444729,2649.1106,0.10533552,897.17065,0.30476204,-61.132233,-1.1238087,-14.0944605,-0.32978526,24.214752,0.2157873,0.045171566,0.66627747,-0.018738791,-0.35917917,0.47028092,0.66565543,26.901249,0.17668577,6.323735,1.3984998,5.049633,1.9974971,-4.537745,-2.0369132,-10.362202,18.511322,0.032653876,-0.012977727,0.377677,2.6052105,3.2454362,0.23124999,0.16026832,0.065,0.04806989,-29.997078
0 days,0 days 00:00:05,45.0,50.0,29.459105,0.18388782,23.240013,31.33548,32.99261,9.752598,399.71167,380.51065,77.77502,54.003056,1.0998393,0.36353874,0.7744112,1.003544,1.3978043,0.62339306,12.76037,6.2675962,8.536376,4.547691,0.68248343,0.49137837,25.71634,0.43060032,0.94222134,15.796995,3.11469,4.1948376,-8.239374,-1.4145608,0.041449897,1.5526447,1.5439916,0.59357417,3.1658223,1.4983068,-1.7329395,-5.658982,15.492368,0.6531029,497.79037,0.3539864,1256.8418,0.14704697,-43.16805,-1.7900668,1540.216,0.14948615,927.0272,0.34751403,-49.59505,-1.4552015,2572.92,0.10250416,883.1644,0.38859004,-53.394306,-1.3154757,-11.967216,-0.43930128,22.043055,0.3298812,0.060606003,0.39274406,-0.024966095,-0.29649797,0.72148615,0.45245197,29.116934,0.25441152,-2.1390572,-6.0242467,4.3361764,3.1224365,-10.575434,-0.960695,-7.343049,14.880516,0.040909845,-0.017542113,0.53405625,5.8116236,2.4340773,0.31833333,0.19441506,0.087,0.03407345,-27.43993
