start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,20.001348,0.2029054,16.336452,18.02702,24.405724,8.069271,127.878716,75.98302,50.72139,24.05716,0.5898301,0.3881799,0.40704426,0.4911501,0.77155674,0.36451247,4.7841296,4.3931937,3.29013,2.8184025,0.35999346,0.4746627,27.269073,0.30635658,10.884428,0.70625836,8.558297,0.7976069,-4.128652,-1.8192259,0.080568455,1.6028925,1.3312413,0.6401902,-1.1714436,-3.6884158,3.0232584,4.44842,25.372353,0.47314447,560.4251,0.32442954,1404.7097,0.12638536,-40.13616,-1.7353096,1618.6597,0.15501341,1162.7924,0.26867306,-50.47392,-1.2748563,2664.1758,0.121458955,990.38104,0.39307165,-53.986828,-1.1602151,-16.958965,-0.2642501,26.734592,0.21221237,0.03730505,0.78038937,-0.022254659,-0.33024475,0.3789001,0.4760377,28.97319,0.25126103,10.848845,0.7191303,8.818859,0.8187015,-4.772515,-1.5193688,-11.184022,19.545286,0.028077977,-0.01643238,0.28507763,3.6072147,3.4412956,0.22941177,0.18193309,0.04785714,0.022096723,-32.6738
0 days,0 days 00:00:05,5.0,10.0,21.784409,0.19899622,17.149643,23.538574,25.703793,8.55415,151.27835,146.59854,96.53146,84.2629,0.68986136,0.48405722,0.3826305,0.51475763,1.0415031,0.6588726,6.3107395,4.3692503,3.7294676,2.8044598,0.4488509,0.6819273,29.06844,0.32328716,8.865816,1.0001048,4.8103285,2.173039,-3.9288461,-1.8021871,0.06987353,1.864957,1.3943461,0.6700016,0.06559226,71.040695,4.3038096,2.6645112,26.253357,0.32626364,539.972,0.36448497,1410.3907,0.2030065,-50.240044,-1.5804185,1540.2784,0.15053993,1136.1796,0.25015777,-58.78791,-1.2651314,2610.1565,0.12631814,949.8868,0.4077522,-64.43765,-1.0975876,-15.41009,-0.3244799,27.595243,0.26247266,0.052784435,0.60574085,-0.0201938,-0.32022846,0.51268464,0.6217847,31.217503,0.28943354,8.435525,1.0938799,4.476711,2.6506534,-4.7451453,-1.5985707,-13.289897,21.652445,0.033358995,-0.016915713,0.24813206,3.206413,4.259635,0.16809525,0.22672868,0.059375,0.055954084,-29.79133
0 days,0 days 00:00:05,10.0,15.0,23.062037,0.15921362,18.893223,23.953932,25.090698,6.1974754,214.02682,191.56715,99.30101,86.98475,0.81822187,0.37788463,0.48772871,0.80393595,1.1031123,0.6153836,7.7874665,5.368401,4.5579233,1.6916625,0.5700841,0.49824807,29.486036,0.3508193,10.162518,0.9900193,3.0857594,3.676148,-6.429771,-1.5319767,0.054157082,1.9200902,1.3070738,0.5784069,0.90433854,4.809238,2.6845844,2.537335,26.939285,0.27429464,481.5725,0.3944253,1338.629,0.13276754,-18.58126,-3.3188083,1486.2719,0.17357314,1105.6859,0.24498914,-30.94647,-1.8340012,2534.396,0.123850174,983.976,0.4349558,-38.14986,-1.4144531,-15.99927,-0.35227078,28.48248,0.24064936,0.06897312,0.48201838,-0.02151094,-0.37947783,0.6037271,0.46407646,31.267452,0.29107252,9.272277,1.0821072,2.643358,4.486443,-6.9900775,-1.4478568,-12.078404,18.776367,0.028652377,-0.017702462,0.32627293,3.6072147,1.8255578,0.48,0.45213073,0.06142857,0.03522522,-28.107391
0 days,0 days 00:00:05,15.0,20.0,22.638746,0.24627274,17.305391,22.745468,27.371216,10.0658245,149.00325,90.87264,74.51176,93.61561,0.7412067,0.53360486,0.41071737,0.58215433,1.0810919,0.6703745,8.264791,4.148737,3.872586,3.17029,0.49512586,0.7222165,28.035498,0.3887116,9.911551,1.0519413,4.496235,1.7334347,-4.257759,-2.8576386,0.06969692,1.3039918,1.3827128,0.6255231,-0.27281013,-17.732054,2.8424106,3.5650532,25.337027,0.45019338,503.91113,0.35978785,1383.575,0.11959094,-39.690582,-1.8237995,1511.5176,0.16558655,1122.9989,0.2591992,-47.767445,-1.4013464,2576.0615,0.12347368,885.9398,0.3860975,-54.10121,-1.1793842,-16.010824,-0.34339496,27.365934,0.26372558,0.049710564,0.59691554,-0.022667482,-0.42491794,0.55336815,0.67618734,30.575724,0.3046502,9.492215,1.0833071,4.002306,2.0936744,-5.5162044,-2.2982066,-10.389945,17.640152,0.026849842,-0.015512422,0.25301597,2.4048097,3.448276,0.22588235,0.33833602,0.06454545,0.054666534,-28.451086
0 days,0 days 00:00:05,20.0,25.0,22.714981,0.18627992,18.29333,23.813225,24.442764,6.149435,127.47198,60.64183,81.13329,74.10079,0.86513776,0.43008322,0.48221838,0.847928,1.1420684,0.65985,7.5324144,4.2990065,4.472141,1.904857,0.5488284,0.5462302,32.341454,0.26505992,5.9824576,1.60261,4.513747,2.5164084,-3.1218042,-3.0230925,0.06296415,1.6493263,1.2978224,0.6328718,1.4279,2.9300177,6.0210376,1.1349393,26.82004,0.29752198,475.4933,0.34029886,1363.5608,0.13850135,-7.982871,-5.847691,1484.4891,0.14598821,1053.8108,0.23470217,-19.184334,-2.229461,2508.831,0.12425267,1050.8141,0.38318923,-26.747778,-1.5239137,-15.519071,-0.29630455,28.447083,0.22989373,0.06295695,0.51997703,-0.021578826,-0.37188298,0.5616338,0.5303408,33.046936,0.24531278,6.0566072,1.598546,4.312916,2.7007573,-3.3147128,-2.9218154,-10.1486635,17.715906,0.028625283,-0.016922431,0.24868694,3.8076155,1.0162601,0.92199993,0.84255326,0.07,0.029439203,-27.413301
0 days,0 days 00:00:05,25.0,30.0,21.874327,0.17407961,17.492365,23.167992,24.673698,7.1813335,224.14839,278.3468,48.643353,59.597557,0.717667,0.37453756,0.4621225,0.66757107,0.9461429,0.4840204,7.937027,4.948853,4.691342,2.5421953,0.4702369,0.5039989,28.313507,0.27577445,6.369892,1.4810392,9.510507,0.8849601,-2.2391872,-3.1842356,0.06277445,1.9433084,1.3542552,0.51405174,-0.09296727,-45.908253,5.5720744,1.7088454,24.645617,0.38329288,501.04254,0.32629722,1339.8878,0.16249031,-32.456398,-2.1895018,1558.464,0.13082945,1036.9569,0.2588766,-42.77525,-1.5427839,2565.9468,0.10687352,962.15906,0.3212491,-46.795303,-1.372363,-14.982682,-0.31210223,24.897388,0.22558881,0.050053954,0.5284308,-0.021420857,-0.30260792,0.50819904,0.477111,30.250443,0.19227909,5.041183,1.8525455,9.584613,0.9412454,-1.9359239,-3.6555321,-11.66137,19.406446,0.033920262,-0.016970485,0.30563003,4.208417,3.2520325,0.24499999,0.29820293,0.053333335,0.022484561,-31.034071
0 days,0 days 00:00:05,30.0,35.0,22.500448,0.2295001,17.481102,23.142773,24.604036,7.1229343,170.69763,239.25809,137.71567,104.17946,0.71263534,0.36937603,0.44616228,0.6987656,0.9132089,0.46704662,7.4951134,4.9889374,3.9633696,1.8499935,0.51617473,0.6702467,28.860056,0.2882551,9.995605,0.9706413,7.5501947,1.1982822,-4.178642,-1.8945162,0.06937093,1.3391844,1.5015519,0.65491945,0.16942464,27.828896,5.713659,2.3286462,26.282625,0.48489895,525.2001,0.38244972,1335.389,0.14651817,-23.73324,-2.5844553,1578.0878,0.17077312,1042.3939,0.27658772,-35.10141,-1.5954431,2637.803,0.11610249,967.2456,0.43491668,-40.68337,-1.3268824,-17.114132,-0.36075553,27.804476,0.25843674,0.052010156,0.5300933,-0.02295896,-0.35190415,0.54315794,0.6530946,30.129042,0.2417395,9.754078,1.0141762,8.17042,1.1448503,-4.234557,-1.8981977,-10.795393,19.070744,0.029740293,-0.017778117,0.31867617,3.8076155,2.2312374,0.38545457,0.30592224,0.05111111,0.019116277,-29.000158
0 days,0 days 00:00:05,35.0,40.0,23.623207,0.21090375,17.70583,24.24781,26.829893,9.1240635,147.958,106.84486,63.652744,50.092007,0.87062734,0.44983235,0.470407,0.8053367,1.1881317,0.7177247,8.241515,2.9868388,6.270272,3.979667,0.590539,0.5609418,29.985348,0.32690132,7.885944,1.4929205,6.0406327,1.5042833,-5.0318723,-1.6876402,0.044407707,1.7392873,1.4896307,0.516873,0.9458139,4.898079,2.435381,4.775043,25.648722,0.42428184,511.49664,0.36845216,1312.9508,0.17003836,-18.047731,-3.069535,1532.7097,0.16006969,1022.1971,0.275347,-29.897095,-1.7190235,2614.1926,0.1134061,974.34924,0.41191134,-37.47393,-1.3088584,-14.949179,-0.33313376,26.457134,0.27892342,0.062019598,0.5198874,-0.022283008,-0.34337002,0.6230395,0.532834,31.20149,0.2957401,7.412598,1.5937546,5.7341404,1.6413044,-5.1788573,-1.6772546,-10.502332,17.93879,0.030190704,-0.01540439,0.33256912,4.208417,1.6227181,0.55125,0.622102,0.066,0.039293766,-27.460695
0 days,0 days 00:00:05,40.0,45.0,20.373697,0.21982864,16.624142,18.272913,24.32493,7.7007885,150.16705,111.14294,70.87032,74.928955,0.6477828,0.4657083,0.40487796,0.5410617,0.8518187,0.44694072,6.2686186,4.5397115,4.187337,2.1350505,0.39894602,0.5610527,27.975079,0.2987072,8.76296,0.8984802,6.7579713,1.059099,-1.6747546,-3.8570335,0.06661325,1.2927414,1.4063983,0.5607644,-1.1820318,-3.947051,3.489483,3.3006592,24.516548,0.50193316,532.04834,0.32219496,1386.4165,0.13122118,-29.131327,-2.2933624,1570.2238,0.13161695,1180.2792,0.3107289,-40.196983,-1.539006,2574.1162,0.121445976,1020.4174,0.33490354,-44.35254,-1.3565685,-15.7313385,-0.27239844,26.118706,0.22668332,0.044764996,0.67327297,-0.021186816,-0.26481238,0.41986462,0.559491,29.587107,0.24720535,8.254868,0.9250804,6.556254,1.1353804,-2.233323,-2.644317,-10.5652,17.61637,0.030967368,-0.014314397,0.28203732,3.0060122,2.4340773,0.34166667,0.22685653,0.07125,0.04399929,-30.872307
0 days,0 days 00:00:05,45.0,50.0,20.920343,0.19871652,16.958557,22.580086,23.879705,6.9211483,184.34013,214.50406,96.80585,81.59968,0.6838411,0.4695485,0.41204792,0.5574189,0.92176026,0.50971234,6.0218635,5.554429,4.4528303,2.779048,0.45059425,0.5730345,30.283936,0.23954456,8.359876,0.9654263,4.906691,1.9296864,-3.0631113,-2.2964423,0.081896394,1.7418458,1.3643941,0.65363306,-0.636397,-6.9808683,4.9579396,2.1837282,25.582329,0.37453827,513.43335,0.3081225,1395.5334,0.13973431,-21.200132,-2.7060978,1553.3807,0.13480142,1144.0999,0.25523144,-31.91392,-1.660512,2568.7615,0.120902784,1050.3257,0.35171366,-37.65059,-1.3484735,-15.999913,-0.30008134,28.097416,0.19511142,0.05342713,0.5507155,-0.021229815,-0.3128359,0.47158286,0.56445146,31.35207,0.1975485,7.766127,1.0538293,4.801283,2.0742962,-3.1315236,-2.3203957,-13.703121,21.224823,0.027586415,-0.019014455,0.27439728,2.8056114,2.8397567,0.30571428,0.3069368,0.045714285,0.031558175,-30.372051
