start,end,StartIdx,StopIdx,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0 days,0 days 00:00:05,0.0,5.0,17.676416,0.1505714,15.619171,17.178154,18.681889,3.0627174,127.97804,160.32182,78.732056,75.38007,0.4239439,0.25675407,0.35173193,0.38113979,0.48284853,0.1311166,2.5650558,2.2385592,2.0117643,0.9913515,0.27510434,0.38485634,27.994814,0.13312428,11.141018,0.43997118,7.316433,0.9971114,1.3095677,4.0890384,0.0866303,0.95440817,1.7363088,0.6186461,-3.9365308,-0.7145887,1.6272305,8.457399,24.160496,0.507743,609.6853,0.29961947,1450.1052,0.15561537,-29.601765,-1.9705575,1649.7329,0.13920362,1170.5592,0.24856369,-39.179924,-1.392776,2734.583,0.10510923,956.1454,0.4115518,-42.54309,-1.2581791,-16.608744,-0.20588697,26.057264,0.1640366,0.028524432,0.7738787,-0.017658962,-0.31106326,0.28094476,0.3893556,28.135662,0.13796356,11.342464,0.4336633,7.510777,1.0147403,0.9894534,5.5134373,-15.20381,24.699818,0.022097165,-0.016161544,0.24734047,2.6052105,3.0425963,0.27933332,0.19844282,0.035,0.013844373,-38.143394
0 days,0 days 00:00:05,5.0,10.0,17.956755,0.14406146,15.992802,17.383884,19.250713,3.2579117,138.75949,138.34805,83.606926,99.997925,0.4295846,0.23216793,0.3503369,0.38020554,0.5216787,0.17134178,2.2527256,1.4036723,1.54792,0.8941364,0.27511075,0.3250393,28.146784,0.15118545,10.797187,0.5227565,4.515719,1.7871841,3.0675576,1.8788042,0.08363196,1.1050419,1.7284842,0.43228352,-3.7133884,-0.7483712,3.5053747,3.6343975,26.563639,0.33215526,585.8232,0.32636362,1446.575,0.10855813,-39.9479,-1.6458833,1622.8711,0.1435398,1210.6589,0.25848535,-48.357914,-1.2810242,2705.4736,0.10347964,1045.0569,0.37044224,-52.85266,-1.141206,-16.203674,-0.20425238,26.579557,0.1441062,0.027614314,0.81528735,-0.017289622,-0.26225686,0.28201753,0.32782352,28.66285,0.12567672,10.630248,0.48203114,5.2721257,1.486814,2.9634118,1.865646,-15.168118,24.935764,0.023601992,-0.015744416,0.2435571,4.008016,4.0650406,0.19549999,0.18372464,0.038666666,0.023342855,-38.23244
0 days,0 days 00:00:05,10.0,15.0,17.568901,0.14003333,15.665634,17.19059,18.429142,2.7635078,87.65157,91.95292,94.76588,120.28852,0.41299188,0.21768408,0.3497084,0.38196936,0.4562394,0.106530994,2.5181527,2.1420393,1.4898947,0.85881805,0.24783516,0.31117988,25.089428,0.26046756,13.260306,0.4052551,6.254548,1.2284421,0.7481615,8.758358,0.08501461,1.1354538,1.8460276,0.4761434,-4.1513596,-0.54570436,3.4857922,4.287961,26.244797,0.20016572,613.9074,0.32652864,1427.7002,0.12288153,-40.167656,-1.6891953,1680.0294,0.13883556,1152.3842,0.26688704,-49.51768,-1.2838814,2744.8064,0.097823665,971.6369,0.4219385,-52.916157,-1.1733909,-15.798136,-0.2180403,25.326498,0.20733877,0.023597319,0.7751116,-0.016987575,-0.24949548,0.25337446,0.31747007,26.030634,0.22161116,12.665963,0.36441892,6.6796722,1.0744205,0.8062553,7.5349874,-13.722423,21.483438,0.02417702,-0.017383622,0.23455496,3.206413,3.8934426,0.20105262,0.19086766,0.050833333,0.024650332,-39.49561
0 days,0 days 00:00:05,15.0,20.0,17.041864,0.14241584,15.194487,16.743696,18.047993,2.853506,139.27208,112.97806,89.17193,107.409676,0.42208296,0.16416489,0.36001956,0.40925536,0.47554457,0.11552501,2.2361078,1.499125,1.3969971,0.85986525,0.29153913,0.32244915,27.978136,0.21039958,12.423579,0.48154494,5.6966114,0.9601329,1.8218526,2.7951784,0.10786928,0.8283236,1.6563786,0.536321,-4.3155293,-0.48732525,-1.9764731,-9.288138,23.539028,0.6908867,594.9917,0.33194235,1442.8689,0.14219128,-38.647198,-1.6637579,1633.0593,0.1494946,1152.1857,0.20988362,-47.577713,-1.2667178,2733.4482,0.09311899,1009.425,0.40507728,-52.038845,-1.1212964,-16.928198,-0.19256674,26.935827,0.17649807,0.029005285,0.7502919,-0.017573759,-0.2694341,0.29763818,0.31824896,28.770464,0.16814466,12.0834675,0.43690062,5.8836656,0.94874084,1.791949,2.9899437,-14.348402,23.303207,0.025223881,-0.016207933,0.26765573,5.6112227,3.0549898,0.27266666,0.23558344,0.05625,0.0286956,-38.32361
0 days,0 days 00:00:05,20.0,25.0,17.350197,0.12102639,15.663422,17.25062,18.419731,2.7563095,81.425705,50.696564,91.97272,73.852615,0.38586634,0.20276931,0.33409497,0.35473335,0.42450112,0.09040615,1.599238,0.99086946,1.0891411,0.7055256,0.23293214,0.30747715,26.01732,0.19954263,12.424294,0.38895664,5.8112764,0.8559553,2.5053432,2.146288,0.08056614,0.85614604,1.5308175,0.6617584,-4.4971886,-0.5120357,1.1271801,12.841145,24.643572,0.48328364,566.60913,0.31753045,1439.0756,0.14619862,-33.24436,-1.780305,1606.5529,0.13570957,1140.4661,0.31318915,-42.491226,-1.312897,2709.63,0.083979696,949.24286,0.38716206,-46.376907,-1.1686393,-16.262035,-0.15856647,25.574121,0.17298716,0.02259862,0.9236259,-0.017457543,-0.2819719,0.23562306,0.31196776,26.253956,0.18633154,12.466605,0.36760205,6.2115064,0.74100703,2.7364721,1.9191736,-14.658068,23.221401,0.023359498,-0.017069116,0.22291729,2.4048097,3.448276,0.24235293,0.28867912,0.055714287,0.03886134,-39.9065
0 days,0 days 00:00:05,25.0,30.0,17.296879,0.12965456,15.439869,17.076757,18.54482,3.1049519,133.80835,151.0719,96.33637,92.780266,0.36609292,0.14628229,0.32719153,0.3450605,0.40224582,0.07505429,1.1653165,0.72233295,1.1202185,0.75292283,0.21425496,0.26239625,27.605675,0.08122292,11.1003685,0.30005902,5.4725595,0.6937364,3.54141,1.379821,0.09421214,0.906072,1.6412841,0.55799216,-4.2460265,-0.649981,2.12256,3.300714,26.580738,0.20162736,591.56946,0.29654565,1458.5411,0.109467305,-37.358055,-1.6970061,1611.7979,0.12072246,1224.8779,0.27096882,-46.055973,-1.2875792,2728.3005,0.093164966,1029.6064,0.32672325,-50.469807,-1.1420134,-16.596674,-0.14632358,26.942513,0.1288439,0.02343825,0.84473556,-0.015877549,-0.25666344,0.21289137,0.25866064,27.800571,0.07741008,11.329865,0.28183344,5.557237,0.6950474,3.3987951,1.3299795,-14.74814,24.735384,0.023292603,-0.015368606,0.220569,5.6112227,3.448276,0.23705882,0.26312074,0.039285712,0.028148659,-40.362583
0 days,0 days 00:00:05,30.0,35.0,16.975933,0.13552918,15.2751465,16.672709,18.120232,2.8450851,191.87798,264.89075,99.15978,82.76371,0.4240041,0.25446236,0.3483497,0.38436794,0.48098326,0.13263357,2.8778327,2.2012062,1.7122579,1.1082159,0.25179902,0.34923503,26.239292,0.19657896,10.48103,0.5063958,4.9728694,1.4545923,1.8285998,4.449804,0.09134552,1.5795676,1.2598255,0.6818411,-4.4526777,-0.39903876,0.7778006,14.551079,24.778858,0.3772732,593.5631,0.33505207,1451.2303,0.13127716,-65.542046,-1.242756,1614.107,0.146954,1190.2749,0.24889678,-72.62765,-1.0550717,2730.4578,0.10677417,965.50214,0.27469647,-76.59912,-0.96748203,-15.570776,-0.21716356,25.675041,0.18668441,0.02597651,0.7893463,-0.017194523,-0.41638523,0.25746828,0.35530266,27.384775,0.14142093,10.570362,0.44935524,4.778537,1.3838087,1.5850632,5.2708445,-13.057201,22.121916,0.029457133,-0.014398763,0.24509273,3.0060122,5.2738338,0.121923074,0.08944355,0.055,0.04239961,-39.294098
0 days,0 days 00:00:05,35.0,40.0,18.140863,0.18684652,15.919399,17.287508,19.326448,3.4070492,143.57181,112.95822,79.40398,91.88816,0.41592157,0.18384238,0.3524919,0.39423147,0.4678959,0.11540401,1.9913346,1.1827886,1.4708301,0.9033183,0.24697047,0.35861185,24.667208,0.26045325,13.076704,0.53965783,5.777404,1.1935673,3.9305308,1.7317053,0.12863627,1.1669432,1.576799,0.6386014,-3.4917576,-0.84193677,1.3424678,8.444102,25.487211,0.4201766,606.45917,0.3040759,1433.0005,0.12837633,-53.47378,-1.4265572,1646.5786,0.13142774,1158.6995,0.22164322,-61.463783,-1.167601,2763.1282,0.09503462,954.8108,0.32707646,-65.110374,-1.0745274,-16.035349,-0.24132158,25.916382,0.22182184,0.024063952,0.77144396,-0.01587192,-0.269877,0.2491825,0.35065314,25.766584,0.22105005,13.078508,0.491887,5.9730163,1.1303549,3.2065992,1.9888324,-13.289234,21.34553,0.022213748,-0.015182465,0.24220218,4.408818,4.6653147,0.1521739,0.12981446,0.05470588,0.0520314,-38.918266
0 days,0 days 00:00:05,40.0,45.0,17.8028,0.13949604,15.975185,17.165411,19.23744,3.2622547,102.47666,58.313416,101.95401,83.38594,0.40155372,0.18309256,0.33785188,0.38325933,0.45427004,0.11641815,1.7403854,1.3611027,1.5368869,1.1228985,0.2552923,0.32860157,28.056456,0.1763205,12.452482,0.39127848,4.775564,1.1578997,1.6896212,3.2411747,0.089782506,1.1785353,1.4913929,0.5359262,-4.0534577,-0.6519955,1.8397819,5.671257,27.180498,0.28776896,606.1314,0.2865969,1419.5438,0.11013233,-44.69413,-1.588321,1648.6775,0.13198353,1171.0082,0.20337772,-54.05053,-1.2169313,2758.094,0.09025696,1004.15936,0.3579844,-58.571316,-1.088898,-17.095734,-0.1791232,27.477547,0.15443046,0.029303176,0.85380876,-0.018224433,-0.27022728,0.2629664,0.32899645,28.803812,0.14291123,12.289705,0.3371691,5.1149006,1.0095724,1.3628663,4.059419,-15.005308,25.414055,0.020897591,-0.01482978,0.22922,4.208417,4.480652,0.16863635,0.17006138,0.045999996,0.028705401,-38.45712
0 days,0 days 00:00:05,45.0,50.0,17.73268,0.19785105,15.409734,16.878283,19.533285,4.1235514,171.04778,177.03062,95.634895,72.23336,0.4173161,0.23702188,0.340764,0.39055002,0.46034688,0.11958289,2.2338655,1.8811864,1.5731728,1.0036529,0.259309,0.334003,28.64439,0.1494122,10.170341,0.44150844,4.6344357,1.3208725,1.1958327,4.4393544,0.10072765,0.9789082,1.4774753,0.57987136,-3.75685,-0.8139273,2.8648202,3.4505594,26.885996,0.20097539,573.98944,0.3101076,1411.8003,0.11456157,-36.672855,-1.7847975,1611.355,0.13635246,1140.4532,0.21950234,-45.69153,-1.343827,2714.1292,0.103944294,1049.5167,0.3664727,-50.749104,-1.1671791,-16.103298,-0.20214494,26.908644,0.17804828,0.030047467,0.69668424,-0.017178955,-0.3340436,0.2674762,0.32368195,28.94983,0.15139832,10.431469,0.43347245,4.7408,1.2727345,1.6698856,3.264173,-14.276019,23.984951,0.026161058,-0.016534058,0.21261977,3.8076155,3.2454362,0.25375,0.23091868,0.055555552,0.04058218,-38.273434
